                                                             9 Jul 2020 11:53:42
Sensor-Camera


      Time (UTCG)          processing_integral (HMS)    processing_integral Rate
1 Jul 2020 14:04:50.000                -40:50:04.690                  -12.000000
1 Jul 2020 14:05:00.000                -40:52:04.690                  -12.000000
1 Jul 2020 14:05:10.000                -40:54:04.690                  -12.000000
1 Jul 2020 14:05:20.000                -40:56:04.690                  -12.000000
1 Jul 2020 14:05:30.000                -40:58:04.690                  -12.000000
1 Jul 2020 14:05:40.000                -41:00:04.690                  -12.000000
1 Jul 2020 14:05:50.000                -41:02:04.690                  -12.000000
1 Jul 2020 14:06:00.000                -41:04:04.690                  -12.000000
1 Jul 2020 14:06:10.000                -41:06:04.690                  -12.000000
1 Jul 2020 14:06:20.000                -41:08:04.690                  -12.000000
1 Jul 2020 14:06:30.000                -41:10:04.690                  -12.000000
1 Jul 2020 14:06:40.000                -41:12:04.690                  -12.000000
1 Jul 2020 14:06:50.000                -41:14:04.690                  -12.000000
1 Jul 2020 14:07:00.000                -41:16:04.690                  -12.000000
1 Jul 2020 14:07:10.000                -41:18:04.690                  -12.000000
1 Jul 2020 14:07:20.000                -41:20:04.690                  -12.000000
1 Jul 2020 14:07:30.000                -41:22:04.690                  -12.000000
1 Jul 2020 14:07:40.000                -41:24:04.690                  -12.000000
1 Jul 2020 14:07:50.000                -41:26:04.690                  -12.000000
1 Jul 2020 14:08:00.000                -41:28:04.690                  -12.000000
1 Jul 2020 14:08:10.000                -41:30:04.690                  -12.000000
1 Jul 2020 14:08:20.000                -41:32:04.690                  -12.000000
1 Jul 2020 14:08:30.000                -41:34:04.690                  -12.000000
1 Jul 2020 14:08:40.000                -41:36:04.690                  -12.000000
1 Jul 2020 14:08:50.000                -41:38:04.690                  -12.000000
1 Jul 2020 14:09:00.000                -41:40:04.690                  -12.000000
1 Jul 2020 14:09:10.000                -41:42:04.690                  -12.000000
1 Jul 2020 14:09:20.000                -41:44:04.690                  -12.000000
1 Jul 2020 14:09:30.000                -41:46:04.690                  -12.000000
1 Jul 2020 14:09:40.000                -41:48:04.690                  -12.000000
1 Jul 2020 14:09:50.000                -41:50:04.690                  -12.000000
1 Jul 2020 14:10:00.000                -41:52:04.690                  -12.000000
1 Jul 2020 14:10:10.000                -41:54:04.690                  -12.000000
1 Jul 2020 14:10:20.000                -41:56:04.690                  -12.000000
1 Jul 2020 14:10:30.000                -41:58:04.690                  -12.000000
1 Jul 2020 14:10:40.000                -42:00:04.690                  -12.000000
1 Jul 2020 14:10:50.000                -42:02:04.690                  -12.000000
1 Jul 2020 14:11:00.000                -42:04:04.690                  -12.000000
1 Jul 2020 14:11:10.000                -42:06:04.690                  -12.000000
1 Jul 2020 14:11:20.000                -42:08:04.690                  -12.000000
1 Jul 2020 14:11:30.000                -42:10:04.690                  -12.000000
1 Jul 2020 14:11:40.000                -42:12:04.690                  -12.000000
1 Jul 2020 14:11:50.000                -42:14:04.690                  -12.000000
1 Jul 2020 14:12:00.000                -42:16:04.690                  -12.000000
1 Jul 2020 14:12:10.000                -42:18:04.690                  -12.000000
1 Jul 2020 14:12:20.000                -42:20:04.690                  -12.000000
1 Jul 2020 14:12:30.000                -42:22:04.690                  -12.000000
1 Jul 2020 14:12:40.000                -42:24:04.690                  -12.000000
1 Jul 2020 14:12:50.000                -42:26:04.690                  -12.000000
1 Jul 2020 14:13:00.000                -42:28:04.690                  -12.000000
1 Jul 2020 14:13:10.000                -42:30:04.690                  -12.000000
1 Jul 2020 14:13:20.000                -42:32:04.690                  -12.000000
1 Jul 2020 14:13:30.000                -42:34:04.690                  -12.000000
1 Jul 2020 14:13:40.000                -42:36:04.690                  -12.000000
1 Jul 2020 14:13:50.000                -42:38:04.690                  -12.000000
1 Jul 2020 14:14:00.000                -42:40:04.690                  -12.000000
1 Jul 2020 14:14:10.000                -42:42:04.690                  -12.000000
1 Jul 2020 14:14:20.000                -42:44:04.690                  -12.000000
1 Jul 2020 14:14:30.000                -42:46:04.690                  -12.000000
1 Jul 2020 14:14:40.000                -42:48:04.690                  -12.000000
1 Jul 2020 14:14:50.000                -42:50:04.690                  -12.000000
1 Jul 2020 14:15:00.000                -42:52:04.690                  -12.000000
1 Jul 2020 14:15:10.000                -42:54:04.690                  -12.000000
1 Jul 2020 14:15:20.000                -42:56:04.690                  -12.000000
1 Jul 2020 14:15:30.000                -42:58:04.690                  -12.000000
1 Jul 2020 14:15:40.000                -43:00:04.690                  -12.000000
1 Jul 2020 14:15:50.000                -43:02:04.690                  -12.000000
1 Jul 2020 14:16:00.000                -43:04:04.690                  -12.000000
1 Jul 2020 14:16:10.000                -43:06:04.690                  -12.000000
1 Jul 2020 14:16:20.000                -43:08:04.690                  -12.000000
1 Jul 2020 14:16:30.000                -43:10:04.690                  -12.000000
1 Jul 2020 14:16:40.000                -43:12:04.690                  -12.000000
1 Jul 2020 14:16:50.000                -43:14:04.690                  -12.000000
1 Jul 2020 14:17:00.000                -43:16:04.690                  -12.000000
1 Jul 2020 14:17:10.000                -43:18:04.690                  -12.000000
1 Jul 2020 14:17:20.000                -43:20:04.690                  -12.000000
1 Jul 2020 14:17:30.000                -43:22:04.690                  -12.000000
1 Jul 2020 14:17:40.000                -43:24:04.690                  -12.000000
1 Jul 2020 14:17:50.000                -43:26:04.690                  -12.000000
1 Jul 2020 14:18:00.000                -43:28:04.690                  -12.000000
1 Jul 2020 14:18:10.000                -43:30:04.690                  -12.000000
1 Jul 2020 14:18:20.000                -43:32:04.690                  -12.000000
1 Jul 2020 14:18:30.000                -43:34:04.690                  -12.000000
1 Jul 2020 14:18:40.000                -43:36:04.690                  -12.000000
1 Jul 2020 14:18:50.000                -43:38:04.690                  -12.000000
1 Jul 2020 14:19:00.000                -43:40:04.690                  -12.000000
1 Jul 2020 14:19:10.000                -43:42:04.690                  -12.000000
1 Jul 2020 14:19:20.000                -43:44:04.690                  -12.000000
1 Jul 2020 14:19:30.000                -43:46:04.690                  -12.000000
1 Jul 2020 14:19:40.000                -43:48:04.690                  -12.000000
1 Jul 2020 14:19:50.000                -43:50:04.690                  -12.000000
1 Jul 2020 14:20:00.000                -43:52:04.690                  -12.000000
1 Jul 2020 14:20:10.000                -43:54:04.690                  -12.000000
1 Jul 2020 14:20:20.000                -43:56:04.690                  -12.000000
1 Jul 2020 14:20:30.000                -43:58:04.690                  -12.000000
1 Jul 2020 14:20:40.000                -44:00:04.690                  -12.000000
1 Jul 2020 14:20:50.000                -44:02:04.690                  -12.000000
1 Jul 2020 14:21:00.000                -44:04:04.690                  -12.000000
1 Jul 2020 14:21:10.000                -44:06:04.690                  -12.000000
1 Jul 2020 14:21:20.000                -44:08:04.690                  -12.000000
1 Jul 2020 14:21:30.000                -44:10:04.690                  -12.000000
1 Jul 2020 14:21:40.000                -44:12:04.690                  -12.000000
1 Jul 2020 14:21:50.000                -44:14:04.690                  -12.000000
1 Jul 2020 14:22:00.000                -44:16:04.690                  -12.000000
1 Jul 2020 14:22:10.000                -44:18:04.690                  -12.000000
1 Jul 2020 14:22:20.000                -44:20:04.690                  -12.000000
1 Jul 2020 14:22:30.000                -44:22:04.690                  -12.000000
1 Jul 2020 14:22:40.000                -44:24:04.690                  -12.000000
1 Jul 2020 14:22:50.000                -44:26:04.690                  -12.000000
1 Jul 2020 14:23:00.000                -44:28:04.690                  -12.000000
1 Jul 2020 14:23:10.000                -44:30:04.690                  -12.000000
1 Jul 2020 14:23:20.000                -44:32:04.690                  -12.000000
1 Jul 2020 14:23:30.000                -44:34:04.690                  -12.000000
1 Jul 2020 14:23:40.000                -44:36:04.690                  -12.000000
1 Jul 2020 14:23:50.000                -44:38:04.690                  -12.000000
1 Jul 2020 14:24:00.000                -44:40:04.690                  -12.000000
1 Jul 2020 14:24:10.000                -44:42:04.690                  -12.000000
1 Jul 2020 14:24:20.000                -44:44:04.690                  -12.000000
1 Jul 2020 14:24:30.000                -44:46:04.690                  -12.000000
1 Jul 2020 14:24:40.000                -44:48:04.690                  -12.000000
1 Jul 2020 14:24:50.000                -44:50:04.690                  -12.000000
1 Jul 2020 14:25:00.000                -44:52:04.690                  -12.000000
1 Jul 2020 14:25:10.000                -44:54:04.690                  -12.000000
1 Jul 2020 14:25:20.000                -44:56:04.690                  -12.000000
1 Jul 2020 14:25:30.000                -44:58:04.690                  -12.000000
1 Jul 2020 14:25:40.000                -45:00:04.690                  -12.000000
1 Jul 2020 14:25:50.000                -45:02:04.690                  -12.000000
1 Jul 2020 14:26:00.000                -45:04:04.690                  -12.000000
1 Jul 2020 14:26:10.000                -45:06:04.690                  -12.000000
1 Jul 2020 14:26:20.000                -45:08:04.690                  -12.000000
1 Jul 2020 14:26:30.000                -45:10:04.690                  -12.000000
1 Jul 2020 14:26:40.000                -45:12:04.690                  -12.000000
1 Jul 2020 14:26:50.000                -45:14:04.690                  -12.000000
1 Jul 2020 14:27:00.000                -45:16:04.690                  -12.000000
1 Jul 2020 14:27:10.000                -45:18:04.690                  -12.000000
1 Jul 2020 14:27:20.000                -45:20:04.690                  -12.000000
1 Jul 2020 14:27:30.000                -45:22:04.690                  -12.000000
1 Jul 2020 14:27:40.000                -45:24:04.690                  -12.000000
1 Jul 2020 14:27:50.000                -45:26:04.690                  -12.000000
1 Jul 2020 14:28:00.000                -45:28:04.690                  -12.000000
1 Jul 2020 14:28:10.000                -45:30:04.690                  -12.000000
1 Jul 2020 14:28:20.000                -45:32:04.690                  -12.000000
1 Jul 2020 14:28:30.000                -45:34:04.690                  -12.000000
1 Jul 2020 14:28:40.000                -45:36:04.690                  -12.000000
1 Jul 2020 14:28:50.000                -45:38:04.690                  -12.000000
1 Jul 2020 14:29:00.000                -45:40:04.690                  -12.000000
1 Jul 2020 14:29:10.000                -45:42:04.690                  -12.000000
1 Jul 2020 14:29:20.000                -45:44:04.690                  -12.000000
1 Jul 2020 14:29:30.000                -45:46:04.690                  -12.000000
1 Jul 2020 14:29:40.000                -45:48:04.690                  -12.000000
1 Jul 2020 14:29:50.000                -45:50:04.690                  -12.000000
1 Jul 2020 14:30:00.000                -45:52:04.690                  -12.000000
1 Jul 2020 14:30:10.000                -45:54:04.690                  -12.000000
1 Jul 2020 14:30:20.000                -45:56:04.690                  -12.000000
1 Jul 2020 14:30:30.000                -45:58:04.690                  -12.000000
1 Jul 2020 14:30:40.000                -46:00:04.690                  -12.000000
1 Jul 2020 14:30:50.000                -46:02:04.690                  -12.000000
1 Jul 2020 14:31:00.000                -46:04:04.690                  -12.000000
1 Jul 2020 14:31:10.000                -46:06:04.690                  -12.000000
1 Jul 2020 14:31:20.000                -46:08:04.690                  -12.000000
1 Jul 2020 14:31:30.000                -46:10:04.690                  -12.000000
1 Jul 2020 14:31:40.000                -46:12:04.690                  -12.000000
1 Jul 2020 14:31:50.000                -46:14:04.690                  -12.000000
1 Jul 2020 14:32:00.000                -46:16:04.690                  -12.000000
1 Jul 2020 14:32:10.000                -46:18:04.690                  -12.000000
1 Jul 2020 14:32:20.000                -46:20:04.690                  -12.000000
1 Jul 2020 14:32:30.000                -46:22:04.690                  -12.000000
1 Jul 2020 14:32:40.000                -46:24:04.690                  -12.000000
1 Jul 2020 14:32:50.000                -46:26:04.690                  -12.000000
1 Jul 2020 14:33:00.000                -46:28:04.690                  -12.000000
1 Jul 2020 14:33:10.000                -46:30:04.690                  -12.000000
1 Jul 2020 14:33:20.000                -46:32:04.690                  -12.000000
1 Jul 2020 14:33:30.000                -46:34:04.690                  -12.000000
1 Jul 2020 14:33:40.000                -46:36:04.690                  -12.000000
1 Jul 2020 14:33:50.000                -46:38:04.690                  -12.000000
1 Jul 2020 14:34:00.000                -46:40:04.690                  -12.000000
1 Jul 2020 14:34:10.000                -46:42:04.690                  -12.000000
1 Jul 2020 14:34:20.000                -46:44:04.690                  -12.000000
1 Jul 2020 14:34:30.000                -46:46:04.690                  -12.000000
1 Jul 2020 14:34:40.000                -46:48:04.690                  -12.000000
1 Jul 2020 14:34:50.000                -46:50:04.690                  -12.000000
1 Jul 2020 14:35:00.000                -46:52:04.690                  -12.000000
1 Jul 2020 14:35:10.000                -46:54:04.690                  -12.000000
1 Jul 2020 14:35:20.000                -46:56:04.690                  -12.000000
1 Jul 2020 14:35:30.000                -46:58:04.690                  -12.000000
1 Jul 2020 14:35:40.000                -47:00:04.690                  -12.000000
1 Jul 2020 14:35:50.000                -47:02:04.690                  -12.000000
1 Jul 2020 14:36:00.000                -47:04:04.690                  -12.000000
1 Jul 2020 14:36:10.000                -47:06:04.690                  -12.000000
1 Jul 2020 14:36:20.000                -47:08:04.690                  -12.000000
1 Jul 2020 14:36:30.000                -47:10:04.690                  -12.000000
1 Jul 2020 14:36:40.000                -47:12:04.690                  -12.000000
1 Jul 2020 14:36:50.000                -47:14:04.690                  -12.000000
1 Jul 2020 14:37:00.000                -47:16:04.690                  -12.000000
1 Jul 2020 14:37:10.000                -47:18:04.690                  -12.000000
1 Jul 2020 14:37:20.000                -47:20:04.690                  -12.000000
1 Jul 2020 14:37:30.000                -47:22:04.690                  -12.000000
1 Jul 2020 14:37:40.000                -47:24:04.690                  -12.000000
1 Jul 2020 14:37:50.000                -47:26:04.690                  -12.000000
1 Jul 2020 14:38:00.000                -47:28:04.690                  -12.000000
1 Jul 2020 14:38:10.000                -47:30:04.690                  -12.000000
1 Jul 2020 14:38:20.000                -47:32:04.690                  -12.000000
1 Jul 2020 14:38:30.000                -47:34:04.690                  -12.000000
1 Jul 2020 14:38:40.000                -47:36:04.690                  -12.000000
1 Jul 2020 14:38:50.000                -47:38:04.690                  -12.000000
1 Jul 2020 14:39:00.000                -47:40:04.690                  -12.000000
1 Jul 2020 14:39:10.000                -47:42:04.690                  -12.000000
1 Jul 2020 14:39:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:39:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:39:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:39:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:40:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:41:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:42:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:43:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:44:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:45:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:46:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:47:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:20.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:30.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:40.000                -47:43:34.872                    0.000000
1 Jul 2020 14:48:50.000                -47:43:34.872                    0.000000
1 Jul 2020 14:49:00.000                -47:43:34.872                    0.000000
1 Jul 2020 14:49:10.000                -47:43:34.872                    0.000000
1 Jul 2020 14:49:20.000                -47:45:22.639                  -12.000000
1 Jul 2020 14:49:30.000                -47:47:22.639                  -12.000000
1 Jul 2020 14:49:40.000                -47:49:22.639                  -12.000000
1 Jul 2020 14:49:50.000                -47:51:22.639                  -12.000000
1 Jul 2020 14:50:00.000                -47:53:22.639                  -12.000000
1 Jul 2020 14:50:10.000                -47:55:22.639                  -12.000000
1 Jul 2020 14:50:20.000                -47:57:22.639                  -12.000000
1 Jul 2020 14:50:30.000                -47:59:22.639                  -12.000000
1 Jul 2020 14:50:40.000                -48:01:22.639                  -12.000000
1 Jul 2020 14:50:50.000                -48:03:22.639                  -12.000000
1 Jul 2020 14:51:00.000                -48:05:22.639                  -12.000000
1 Jul 2020 14:51:10.000                -48:07:22.639                  -12.000000
1 Jul 2020 14:51:20.000                -48:09:22.639                  -12.000000
1 Jul 2020 14:51:30.000                -48:11:22.639                  -12.000000
1 Jul 2020 14:51:40.000                -48:13:22.639                  -12.000000
1 Jul 2020 14:51:50.000                -48:15:22.639                  -12.000000
1 Jul 2020 14:52:00.000                -48:17:22.639                  -12.000000
1 Jul 2020 14:52:10.000                -48:19:22.639                  -12.000000
1 Jul 2020 14:52:20.000                -48:21:22.639                  -12.000000
1 Jul 2020 14:52:30.000                -48:23:22.639                  -12.000000
1 Jul 2020 14:52:40.000                -48:25:22.639                  -12.000000
1 Jul 2020 14:52:50.000                -48:27:22.639                  -12.000000
1 Jul 2020 14:53:00.000                -48:29:22.639                  -12.000000
1 Jul 2020 14:53:10.000                -48:31:22.639                  -12.000000
1 Jul 2020 14:53:20.000                -48:33:22.639                  -12.000000
1 Jul 2020 14:53:30.000                -48:35:22.639                  -12.000000
1 Jul 2020 14:53:40.000                -48:37:22.639                  -12.000000
1 Jul 2020 14:53:50.000                -48:39:22.639                  -12.000000
1 Jul 2020 14:54:00.000                -48:41:22.639                  -12.000000
1 Jul 2020 14:54:10.000                -48:43:22.639                  -12.000000
1 Jul 2020 14:54:20.000                -48:45:22.639                  -12.000000
1 Jul 2020 14:54:30.000                -48:47:22.639                  -12.000000
1 Jul 2020 14:54:40.000                -48:49:22.639                  -12.000000
1 Jul 2020 14:54:50.000                -48:51:22.639                  -12.000000
1 Jul 2020 14:55:00.000                -48:53:22.639                  -12.000000
1 Jul 2020 14:55:10.000                -48:55:22.639                  -12.000000
1 Jul 2020 14:55:20.000                -48:57:22.639                  -12.000000
1 Jul 2020 14:55:30.000                -48:59:22.639                  -12.000000
1 Jul 2020 14:55:40.000                -49:01:22.639                  -12.000000
1 Jul 2020 14:55:50.000                -49:03:22.639                  -12.000000
1 Jul 2020 14:56:00.000                -49:05:22.639                  -12.000000
1 Jul 2020 14:56:10.000                -49:07:22.639                  -12.000000
1 Jul 2020 14:56:20.000                -49:09:22.639                  -12.000000
1 Jul 2020 14:56:30.000                -49:11:22.639                  -12.000000
1 Jul 2020 14:56:40.000                -49:13:22.639                  -12.000000
1 Jul 2020 14:56:50.000                -49:15:22.639                  -12.000000
1 Jul 2020 14:57:00.000                -49:17:22.639                  -12.000000
1 Jul 2020 14:57:10.000                -49:19:22.639                  -12.000000
1 Jul 2020 14:57:20.000                -49:21:22.639                  -12.000000
1 Jul 2020 14:57:30.000                -49:23:22.639                  -12.000000
1 Jul 2020 14:57:40.000                -49:25:22.639                  -12.000000
1 Jul 2020 14:57:50.000                -49:27:22.639                  -12.000000
1 Jul 2020 14:58:00.000                -49:29:22.639                  -12.000000
1 Jul 2020 14:58:10.000                -49:31:22.639                  -12.000000
1 Jul 2020 14:58:20.000                -49:33:22.639                  -12.000000
1 Jul 2020 14:58:30.000                -49:35:22.639                  -12.000000
1 Jul 2020 14:58:40.000                -49:37:22.639                  -12.000000
1 Jul 2020 14:58:50.000                -49:39:22.639                  -12.000000
1 Jul 2020 14:59:00.000                -49:40:29.189                    0.000000
1 Jul 2020 14:59:10.000                -49:40:29.189                    0.000000
1 Jul 2020 14:59:20.000                -49:40:29.189                    0.000000
1 Jul 2020 14:59:30.000                -49:40:29.189                    0.000000
1 Jul 2020 14:59:40.000                -49:40:29.189                    0.000000
1 Jul 2020 14:59:50.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:00.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:10.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:20.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:30.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:40.000                -49:40:29.189                    0.000000
1 Jul 2020 15:00:50.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:00.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:10.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:20.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:30.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:40.000                -49:40:29.189                    0.000000
1 Jul 2020 15:01:50.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:00.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:10.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:20.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:30.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:40.000                -49:40:29.189                    0.000000
1 Jul 2020 15:02:50.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:00.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:10.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:20.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:30.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:40.000                -49:40:29.189                    0.000000
1 Jul 2020 15:03:50.000                -49:40:29.189                    0.000000
1 Jul 2020 15:04:00.000                -49:40:29.189                    0.000000
1 Jul 2020 15:04:10.000                -49:40:29.189                    0.000000
1 Jul 2020 15:04:20.000                -49:41:19.109                  -12.000000
1 Jul 2020 15:04:30.000                -49:43:19.109                  -12.000000
1 Jul 2020 15:04:40.000                -49:44:25.632                    0.000000
1 Jul 2020 15:04:50.000                -49:44:25.632                    0.000000
1 Jul 2020 15:05:00.000                -49:44:25.632                    0.000000
1 Jul 2020 15:05:10.000                -49:46:13.949                  -12.000000
1 Jul 2020 15:05:20.000                -49:48:13.949                  -12.000000
1 Jul 2020 15:05:30.000                -49:50:13.949                  -12.000000
1 Jul 2020 15:05:40.000                -49:52:13.949                  -12.000000
1 Jul 2020 15:05:50.000                -49:54:13.949                  -12.000000
1 Jul 2020 15:06:00.000                -49:56:13.949                  -12.000000
1 Jul 2020 15:06:10.000                -49:58:13.949                  -12.000000
1 Jul 2020 15:06:20.000                -49:58:20.483                    0.000000
1 Jul 2020 15:06:30.000                -49:58:20.483                    0.000000
1 Jul 2020 15:06:40.000                -49:58:20.483                    0.000000
1 Jul 2020 15:06:50.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:00.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:10.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:20.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:30.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:40.000                -49:58:20.483                    0.000000
1 Jul 2020 15:07:50.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:00.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:10.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:20.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:30.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:40.000                -49:58:20.483                    0.000000
1 Jul 2020 15:08:50.000                -49:58:20.483                    0.000000
1 Jul 2020 15:09:00.000                -49:58:20.483                    0.000000
1 Jul 2020 15:09:10.000                -49:58:20.483                    0.000000
1 Jul 2020 15:09:20.000                -49:59:41.225                  -12.000000
1 Jul 2020 15:09:30.000                -50:01:41.225                  -12.000000
1 Jul 2020 15:09:40.000                -50:03:41.225                  -12.000000
1 Jul 2020 15:09:50.000                -50:05:41.225                  -12.000000
1 Jul 2020 15:10:00.000                -50:07:41.225                  -12.000000
1 Jul 2020 15:10:10.000                -50:09:41.225                  -12.000000
1 Jul 2020 15:10:20.000                -50:11:41.225                  -12.000000
1 Jul 2020 15:10:30.000                -50:13:41.225                  -12.000000
1 Jul 2020 15:10:40.000                -50:15:41.225                  -12.000000
1 Jul 2020 15:10:50.000                -50:17:41.225                  -12.000000
1 Jul 2020 15:11:00.000                -50:19:41.225                  -12.000000
1 Jul 2020 15:11:10.000                -50:21:41.225                  -12.000000
1 Jul 2020 15:11:20.000                -50:23:41.225                  -12.000000
1 Jul 2020 15:11:30.000                -50:25:41.225                  -12.000000
1 Jul 2020 15:11:40.000                -50:27:41.225                  -12.000000
1 Jul 2020 15:11:50.000                -50:29:41.225                  -12.000000
1 Jul 2020 15:12:00.000                -50:31:41.225                  -12.000000
1 Jul 2020 15:12:10.000                -50:33:41.225                  -12.000000
1 Jul 2020 15:12:20.000                -50:35:41.225                  -12.000000
1 Jul 2020 15:12:30.000                -50:37:41.225                  -12.000000
1 Jul 2020 15:12:40.000                -50:39:41.225                  -12.000000
1 Jul 2020 15:12:50.000                -50:41:41.225                  -12.000000
1 Jul 2020 15:13:00.000                -50:43:41.225                  -12.000000
1 Jul 2020 15:13:10.000                -50:45:41.225                  -12.000000
1 Jul 2020 15:13:20.000                -50:47:41.225                  -12.000000
1 Jul 2020 15:13:30.000                -50:49:41.225                  -12.000000
1 Jul 2020 15:13:40.000                -50:51:41.225                  -12.000000
1 Jul 2020 15:13:50.000                -50:53:41.225                  -12.000000
1 Jul 2020 15:14:00.000                -50:55:41.225                  -12.000000
1 Jul 2020 15:14:10.000                -50:57:41.225                  -12.000000
1 Jul 2020 15:14:20.000                -50:59:41.225                  -12.000000
1 Jul 2020 15:14:30.000                -51:01:41.225                  -12.000000
1 Jul 2020 15:14:40.000                -51:02:13.001                  -12.000000
1 Jul 2020 15:14:50.000                -51:04:13.001                  -12.000000
1 Jul 2020 15:15:00.000                -51:06:13.001                  -12.000000
1 Jul 2020 15:15:10.000                -51:08:13.001                  -12.000000
1 Jul 2020 15:15:20.000                -51:09:18.080                    0.000000
1 Jul 2020 15:15:30.000                -51:09:18.080                    0.000000
1 Jul 2020 15:15:40.000                -51:09:18.080                    0.000000
