                                                     9 Jul 2020 11:53:19
Sensor-Camera


      Time (UTCG)          camera_integral (HMS)    camera_integral Rate
1 Jul 2020 15:48:00.000            -23:21:25.705               -5.000000
1 Jul 2020 15:48:10.000            -23:22:15.705               -5.000000
1 Jul 2020 15:48:20.000            -23:23:05.705               -5.000000
1 Jul 2020 15:48:30.000            -23:23:55.705               -5.000000
1 Jul 2020 15:48:40.000            -23:24:45.705               -5.000000
1 Jul 2020 15:48:50.000            -23:25:35.705               -5.000000
1 Jul 2020 15:49:00.000            -23:26:25.705               -5.000000
1 Jul 2020 15:49:10.000            -23:27:15.705               -5.000000
1 Jul 2020 15:49:20.000            -23:28:05.705               -5.000000
1 Jul 2020 15:49:30.000            -23:28:55.705               -5.000000
1 Jul 2020 15:49:40.000            -23:29:45.705               -5.000000
1 Jul 2020 15:49:50.000            -23:30:35.705               -5.000000
1 Jul 2020 15:50:00.000            -23:31:25.705               -5.000000
1 Jul 2020 15:50:10.000            -23:32:15.705               -5.000000
1 Jul 2020 15:50:20.000            -23:33:05.705               -5.000000
1 Jul 2020 15:50:30.000            -23:33:55.705               -5.000000
1 Jul 2020 15:50:40.000            -23:34:45.705               -5.000000
1 Jul 2020 15:50:50.000            -23:35:35.705               -5.000000
1 Jul 2020 15:51:00.000            -23:36:25.705               -5.000000
1 Jul 2020 15:51:10.000            -23:37:15.705               -5.000000
1 Jul 2020 15:51:20.000            -23:38:05.705               -5.000000
1 Jul 2020 15:51:30.000            -23:38:55.705               -5.000000
1 Jul 2020 15:51:40.000            -23:39:45.705               -5.000000
1 Jul 2020 15:51:50.000            -23:40:35.705               -5.000000
1 Jul 2020 15:52:00.000            -23:41:25.705               -5.000000
1 Jul 2020 15:52:10.000            -23:42:15.705               -5.000000
1 Jul 2020 15:52:20.000            -23:43:05.705               -5.000000
1 Jul 2020 15:52:30.000            -23:43:55.705               -5.000000
1 Jul 2020 15:52:40.000            -23:44:45.705               -5.000000
1 Jul 2020 15:52:50.000            -23:45:35.705               -5.000000
1 Jul 2020 15:53:00.000            -23:46:25.705               -5.000000
1 Jul 2020 15:53:10.000            -23:47:15.705               -5.000000
1 Jul 2020 15:53:20.000            -23:48:05.705               -5.000000
1 Jul 2020 15:53:30.000            -23:48:55.705               -5.000000
1 Jul 2020 15:53:40.000            -23:49:45.705               -5.000000
1 Jul 2020 15:53:50.000            -23:50:35.705               -5.000000
1 Jul 2020 15:54:00.000            -23:51:25.705               -5.000000
1 Jul 2020 15:54:10.000            -23:52:15.705               -5.000000
1 Jul 2020 15:54:20.000            -23:53:05.705               -5.000000
1 Jul 2020 15:54:30.000            -23:53:55.705               -5.000000
1 Jul 2020 15:54:40.000            -23:54:45.705               -5.000000
1 Jul 2020 15:54:50.000            -23:55:35.705               -5.000000
1 Jul 2020 15:55:00.000            -23:56:25.705               -5.000000
1 Jul 2020 15:55:10.000            -23:57:15.705               -5.000000
1 Jul 2020 15:55:20.000            -23:58:05.705               -5.000000
1 Jul 2020 15:55:30.000            -23:58:55.705               -5.000000
1 Jul 2020 15:55:40.000            -23:59:45.705               -5.000000
1 Jul 2020 15:55:50.000            -24:00:35.705               -5.000000
1 Jul 2020 15:56:00.000            -24:01:25.705               -5.000000
1 Jul 2020 15:56:10.000            -24:02:15.705               -5.000000
1 Jul 2020 15:56:20.000            -24:03:05.705               -5.000000
1 Jul 2020 15:56:30.000            -24:03:55.705               -5.000000
1 Jul 2020 15:56:40.000            -24:04:45.705               -5.000000
1 Jul 2020 15:56:50.000            -24:05:35.705               -5.000000
1 Jul 2020 15:57:00.000            -24:06:25.705               -5.000000
1 Jul 2020 15:57:10.000            -24:07:15.705               -5.000000
1 Jul 2020 15:57:20.000            -24:08:05.705               -5.000000
1 Jul 2020 15:57:30.000            -24:08:55.705               -5.000000
1 Jul 2020 15:57:40.000            -24:09:45.705               -5.000000
1 Jul 2020 15:57:50.000            -24:10:35.705               -5.000000
1 Jul 2020 15:58:00.000            -24:11:25.705               -5.000000
1 Jul 2020 15:58:10.000            -24:12:15.705               -5.000000
1 Jul 2020 15:58:20.000            -24:13:05.705               -5.000000
1 Jul 2020 15:58:30.000            -24:13:55.705               -5.000000
1 Jul 2020 15:58:40.000            -24:14:45.705               -5.000000
1 Jul 2020 15:58:50.000            -24:15:35.705               -5.000000
1 Jul 2020 15:59:00.000            -24:16:25.705               -5.000000
1 Jul 2020 15:59:10.000            -24:17:15.705               -5.000000
1 Jul 2020 15:59:20.000            -24:18:05.705               -5.000000
1 Jul 2020 15:59:30.000            -24:18:55.705               -5.000000
1 Jul 2020 15:59:40.000            -24:19:45.705               -5.000000
1 Jul 2020 15:59:50.000            -24:20:35.705               -5.000000
1 Jul 2020 16:00:00.000            -24:21:25.705               -5.000000
1 Jul 2020 16:00:10.000            -24:22:15.705               -5.000000
1 Jul 2020 16:00:20.000            -24:23:05.705               -5.000000
1 Jul 2020 16:00:30.000            -24:23:55.705               -5.000000
1 Jul 2020 16:00:40.000            -24:24:45.705               -5.000000
1 Jul 2020 16:00:50.000            -24:25:35.705               -5.000000
1 Jul 2020 16:01:00.000            -24:26:25.705               -5.000000
1 Jul 2020 16:01:10.000            -24:27:15.705               -5.000000
1 Jul 2020 16:01:20.000            -24:28:05.705               -5.000000
1 Jul 2020 16:01:30.000            -24:28:55.705               -5.000000
1 Jul 2020 16:01:40.000            -24:29:45.705               -5.000000
1 Jul 2020 16:01:50.000            -24:30:35.705               -5.000000
1 Jul 2020 16:02:00.000            -24:31:25.705               -5.000000
1 Jul 2020 16:02:10.000            -24:32:15.705               -5.000000
1 Jul 2020 16:02:20.000            -24:33:05.705               -5.000000
1 Jul 2020 16:02:30.000            -24:33:55.705               -5.000000
1 Jul 2020 16:02:40.000            -24:34:45.705               -5.000000
1 Jul 2020 16:02:50.000            -24:35:35.705               -5.000000
1 Jul 2020 16:03:00.000            -24:36:25.705               -5.000000
1 Jul 2020 16:03:10.000            -24:37:15.705               -5.000000
1 Jul 2020 16:03:20.000            -24:38:05.705               -5.000000
1 Jul 2020 16:03:30.000            -24:38:55.705               -5.000000
1 Jul 2020 16:03:40.000            -24:39:45.705               -5.000000
1 Jul 2020 16:03:50.000            -24:40:35.705               -5.000000
1 Jul 2020 16:04:00.000            -24:41:25.705               -5.000000
1 Jul 2020 16:04:10.000            -24:42:15.705               -5.000000
1 Jul 2020 16:04:20.000            -24:43:05.705               -5.000000
1 Jul 2020 16:04:30.000            -24:43:55.705               -5.000000
1 Jul 2020 16:04:40.000            -24:44:45.705               -5.000000
1 Jul 2020 16:04:50.000            -24:45:35.705               -5.000000
1 Jul 2020 16:05:00.000            -24:46:25.705               -5.000000
1 Jul 2020 16:05:10.000            -24:47:15.705               -5.000000
1 Jul 2020 16:05:20.000            -24:48:05.705               -5.000000
1 Jul 2020 16:05:30.000            -24:48:55.705               -5.000000
1 Jul 2020 16:05:40.000            -24:49:45.705               -5.000000
1 Jul 2020 16:05:50.000            -24:50:35.705               -5.000000
1 Jul 2020 16:06:00.000            -24:51:25.705               -5.000000
1 Jul 2020 16:06:10.000            -24:52:15.705               -5.000000
1 Jul 2020 16:06:20.000            -24:53:05.705               -5.000000
1 Jul 2020 16:06:30.000            -24:53:55.705               -5.000000
1 Jul 2020 16:06:40.000            -24:54:45.705               -5.000000
1 Jul 2020 16:06:50.000            -24:55:35.705               -5.000000
1 Jul 2020 16:07:00.000            -24:56:25.705               -5.000000
1 Jul 2020 16:07:10.000            -24:57:15.705               -5.000000
1 Jul 2020 16:07:20.000            -24:58:05.705               -5.000000
1 Jul 2020 16:07:30.000            -24:58:55.705               -5.000000
1 Jul 2020 16:07:40.000            -24:59:45.705               -5.000000
1 Jul 2020 16:07:50.000            -25:00:35.705               -5.000000
1 Jul 2020 16:08:00.000            -25:01:25.705               -5.000000
1 Jul 2020 16:08:10.000            -25:02:15.705               -5.000000
1 Jul 2020 16:08:20.000            -25:03:05.705               -5.000000
1 Jul 2020 16:08:30.000            -25:03:55.705               -5.000000
1 Jul 2020 16:08:40.000            -25:04:45.705               -5.000000
1 Jul 2020 16:08:50.000            -25:05:35.705               -5.000000
1 Jul 2020 16:09:00.000            -25:06:25.705               -5.000000
1 Jul 2020 16:09:10.000            -25:07:15.705               -5.000000
1 Jul 2020 16:09:20.000            -25:08:05.705               -5.000000
1 Jul 2020 16:09:30.000            -25:08:55.705               -5.000000
1 Jul 2020 16:09:40.000            -25:09:29.053                0.000000
1 Jul 2020 16:09:50.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:00.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:10.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:20.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:30.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:40.000            -25:09:29.053                0.000000
1 Jul 2020 16:10:50.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:00.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:10.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:20.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:30.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:40.000            -25:09:29.053                0.000000
1 Jul 2020 16:11:50.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:00.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:10.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:20.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:30.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:40.000            -25:09:29.053                0.000000
1 Jul 2020 16:12:50.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:00.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:10.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:20.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:30.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:40.000            -25:09:29.053                0.000000
1 Jul 2020 16:13:50.000            -25:09:29.053                0.000000
1 Jul 2020 16:14:00.000            -25:09:30.124               -5.000000
1 Jul 2020 16:14:10.000            -25:10:20.124               -5.000000
1 Jul 2020 16:14:20.000            -25:11:10.124               -5.000000
1 Jul 2020 16:14:30.000            -25:12:00.124               -5.000000
1 Jul 2020 16:14:40.000            -25:12:50.124               -5.000000
1 Jul 2020 16:14:50.000            -25:13:40.124               -5.000000
1 Jul 2020 16:15:00.000            -25:14:30.124               -5.000000
1 Jul 2020 16:15:10.000            -25:15:20.124               -5.000000
1 Jul 2020 16:15:20.000            -25:16:10.124               -5.000000
1 Jul 2020 16:15:30.000            -25:17:00.124               -5.000000
1 Jul 2020 16:15:40.000            -25:17:50.124               -5.000000
1 Jul 2020 16:15:50.000            -25:18:40.124               -5.000000
1 Jul 2020 16:16:00.000            -25:19:30.124               -5.000000
1 Jul 2020 16:16:10.000            -25:20:20.124               -5.000000
1 Jul 2020 16:16:20.000            -25:21:10.124               -5.000000
1 Jul 2020 16:16:30.000            -25:22:00.124               -5.000000
1 Jul 2020 16:16:40.000            -25:22:50.124               -5.000000
1 Jul 2020 16:16:50.000            -25:23:40.124               -5.000000
1 Jul 2020 16:17:00.000            -25:24:30.124               -5.000000
1 Jul 2020 16:17:10.000            -25:25:20.124               -5.000000
1 Jul 2020 16:17:20.000            -25:26:10.124               -5.000000
1 Jul 2020 16:17:30.000            -25:27:00.124               -5.000000
1 Jul 2020 16:17:40.000            -25:27:50.124               -5.000000
1 Jul 2020 16:17:50.000            -25:28:40.124               -5.000000
1 Jul 2020 16:18:00.000            -25:29:30.124               -5.000000
1 Jul 2020 16:18:10.000            -25:30:20.124               -5.000000
1 Jul 2020 16:18:20.000            -25:31:10.124               -5.000000
1 Jul 2020 16:18:30.000            -25:32:00.124               -5.000000
1 Jul 2020 16:18:40.000            -25:32:50.124               -5.000000
1 Jul 2020 16:18:50.000            -25:33:40.124               -5.000000
1 Jul 2020 16:19:00.000            -25:34:30.124               -5.000000
1 Jul 2020 16:19:10.000            -25:35:20.124               -5.000000
1 Jul 2020 16:19:20.000            -25:36:10.124               -5.000000
1 Jul 2020 16:19:30.000            -25:37:00.124               -5.000000
1 Jul 2020 16:19:40.000            -25:37:50.124               -5.000000
1 Jul 2020 16:19:50.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:00.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:10.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:20.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:30.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:40.000            -25:37:50.596                0.000000
1 Jul 2020 16:20:50.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:00.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:10.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:20.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:30.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:40.000            -25:37:50.596                0.000000
1 Jul 2020 16:21:50.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:00.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:10.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:20.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:30.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:40.000            -25:37:50.596                0.000000
1 Jul 2020 16:22:50.000            -25:37:50.596                0.000000
1 Jul 2020 16:23:00.000            -25:37:50.596                0.000000
1 Jul 2020 16:23:10.000            -25:37:50.596                0.000000
1 Jul 2020 16:23:20.000            -25:37:50.596                0.000000
1 Jul 2020 16:23:30.000            -25:38:24.640               -5.000000
1 Jul 2020 16:23:40.000            -25:39:14.640               -5.000000
1 Jul 2020 16:23:50.000            -25:40:04.640               -5.000000
1 Jul 2020 16:24:00.000            -25:40:54.640               -5.000000
1 Jul 2020 16:24:10.000            -25:41:44.640               -5.000000
1 Jul 2020 16:24:20.000            -25:42:34.640               -5.000000
1 Jul 2020 16:24:30.000            -25:43:24.640               -5.000000
1 Jul 2020 16:24:40.000            -25:44:14.640               -5.000000
1 Jul 2020 16:24:50.000            -25:45:04.640               -5.000000
1 Jul 2020 16:25:00.000            -25:45:54.640               -5.000000
1 Jul 2020 16:25:10.000            -25:46:44.640               -5.000000
1 Jul 2020 16:25:20.000            -25:47:34.640               -5.000000
1 Jul 2020 16:25:30.000            -25:48:24.640               -5.000000
1 Jul 2020 16:25:40.000            -25:49:14.640               -5.000000
1 Jul 2020 16:25:50.000            -25:50:04.640               -5.000000
1 Jul 2020 16:26:00.000            -25:50:54.640               -5.000000
1 Jul 2020 16:26:10.000            -25:51:44.640               -5.000000
1 Jul 2020 16:26:20.000            -25:52:34.640               -5.000000
1 Jul 2020 16:26:30.000            -25:53:24.640               -5.000000
1 Jul 2020 16:26:40.000            -25:54:14.640               -5.000000
1 Jul 2020 16:26:50.000            -25:55:04.640               -5.000000
1 Jul 2020 16:27:00.000            -25:55:54.640               -5.000000
1 Jul 2020 16:27:10.000            -25:56:44.640               -5.000000
1 Jul 2020 16:27:20.000            -25:57:34.640               -5.000000
1 Jul 2020 16:27:30.000            -25:58:24.640               -5.000000
1 Jul 2020 16:27:40.000            -25:59:14.640               -5.000000
1 Jul 2020 16:27:50.000            -26:00:04.640               -5.000000
1 Jul 2020 16:28:00.000            -26:00:54.640               -5.000000
1 Jul 2020 16:28:10.000            -26:01:44.640               -5.000000
1 Jul 2020 16:28:20.000            -26:02:34.640               -5.000000
1 Jul 2020 16:28:30.000            -26:03:24.640               -5.000000
1 Jul 2020 16:28:40.000            -26:04:14.640               -5.000000
1 Jul 2020 16:28:50.000            -26:05:04.640               -5.000000
1 Jul 2020 16:29:00.000            -26:05:54.640               -5.000000
1 Jul 2020 16:29:10.000            -26:06:44.640               -5.000000
1 Jul 2020 16:29:20.000            -26:07:34.640               -5.000000
1 Jul 2020 16:29:30.000            -26:08:24.640               -5.000000
1 Jul 2020 16:29:40.000            -26:09:14.640               -5.000000
1 Jul 2020 16:29:50.000            -26:10:04.640               -5.000000
1 Jul 2020 16:30:00.000            -26:10:54.640               -5.000000
1 Jul 2020 16:30:10.000            -26:11:44.640               -5.000000
1 Jul 2020 16:30:20.000            -26:12:34.640               -5.000000
1 Jul 2020 16:30:30.000            -26:13:24.640               -5.000000
1 Jul 2020 16:30:40.000            -26:14:14.640               -5.000000
1 Jul 2020 16:30:50.000            -26:15:04.640               -5.000000
1 Jul 2020 16:31:00.000            -26:15:54.640               -5.000000
1 Jul 2020 16:31:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:31:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:31:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:31:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:31:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:32:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:33:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:34:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:35:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:36:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:37:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:38:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:39:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:40:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:41:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:42:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:20.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:30.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:40.000            -26:16:42.991                0.000000
1 Jul 2020 16:43:50.000            -26:16:42.991                0.000000
1 Jul 2020 16:44:00.000            -26:16:42.991                0.000000
1 Jul 2020 16:44:10.000            -26:16:42.991                0.000000
1 Jul 2020 16:44:20.000            -26:17:04.697               -5.000000
1 Jul 2020 16:44:30.000            -26:17:54.697               -5.000000
1 Jul 2020 16:44:40.000            -26:18:44.697               -5.000000
1 Jul 2020 16:44:50.000            -26:19:34.697               -5.000000
1 Jul 2020 16:45:00.000            -26:20:24.697               -5.000000
1 Jul 2020 16:45:10.000            -26:21:14.697               -5.000000
1 Jul 2020 16:45:20.000            -26:22:04.697               -5.000000
1 Jul 2020 16:45:30.000            -26:22:54.697               -5.000000
1 Jul 2020 16:45:40.000            -26:23:44.697               -5.000000
1 Jul 2020 16:45:50.000            -26:24:34.697               -5.000000
1 Jul 2020 16:46:00.000            -26:25:24.697               -5.000000
1 Jul 2020 16:46:10.000            -26:26:14.697               -5.000000
1 Jul 2020 16:46:20.000            -26:27:04.697               -5.000000
1 Jul 2020 16:46:30.000            -26:27:54.697               -5.000000
1 Jul 2020 16:46:40.000            -26:28:44.697               -5.000000
1 Jul 2020 16:46:50.000            -26:29:34.697               -5.000000
1 Jul 2020 16:47:00.000            -26:30:24.697               -5.000000
1 Jul 2020 16:47:10.000            -26:31:14.697               -5.000000
1 Jul 2020 16:47:20.000            -26:32:04.697               -5.000000
1 Jul 2020 16:47:30.000            -26:32:54.697               -5.000000
1 Jul 2020 16:47:40.000            -26:33:44.697               -5.000000
1 Jul 2020 16:47:50.000            -26:34:34.697               -5.000000
1 Jul 2020 16:48:00.000            -26:35:24.697               -5.000000
1 Jul 2020 16:48:10.000            -26:36:14.697               -5.000000
1 Jul 2020 16:48:20.000            -26:37:04.697               -5.000000
1 Jul 2020 16:48:30.000            -26:37:54.697               -5.000000
1 Jul 2020 16:48:40.000            -26:38:44.697               -5.000000
1 Jul 2020 16:48:50.000            -26:39:34.697               -5.000000
1 Jul 2020 16:49:00.000            -26:40:24.697               -5.000000
1 Jul 2020 16:49:10.000            -26:41:14.697               -5.000000
1 Jul 2020 16:49:20.000            -26:42:04.697               -5.000000
1 Jul 2020 16:49:30.000            -26:42:54.697               -5.000000
1 Jul 2020 16:49:40.000            -26:43:44.697               -5.000000
1 Jul 2020 16:49:50.000            -26:44:34.697               -5.000000
1 Jul 2020 16:50:00.000            -26:45:24.697               -5.000000
1 Jul 2020 16:50:10.000            -26:46:14.697               -5.000000
1 Jul 2020 16:50:20.000            -26:47:04.697               -5.000000
1 Jul 2020 16:50:30.000            -26:47:54.697               -5.000000
1 Jul 2020 16:50:40.000            -26:48:44.697               -5.000000
1 Jul 2020 16:50:50.000            -26:49:34.697               -5.000000
1 Jul 2020 16:51:00.000            -26:50:24.697               -5.000000
1 Jul 2020 16:51:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:51:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:51:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:51:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:51:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:52:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:53:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:54:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:55:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:56:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:57:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:20.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:30.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:40.000            -26:50:33.837                0.000000
1 Jul 2020 16:58:50.000            -26:50:33.837                0.000000
1 Jul 2020 16:59:00.000            -26:50:33.837                0.000000
1 Jul 2020 16:59:10.000            -26:50:33.837                0.000000
1 Jul 2020 16:59:20.000            -26:50:56.509               -5.000000
1 Jul 2020 16:59:30.000            -26:51:46.509               -5.000000
1 Jul 2020 16:59:40.000            -26:52:36.509               -5.000000
1 Jul 2020 16:59:50.000            -26:53:26.509               -5.000000
1 Jul 2020 17:00:00.000            -26:54:16.509               -5.000000
1 Jul 2020 17:00:10.000            -26:55:06.509               -5.000000
1 Jul 2020 17:00:20.000            -26:55:56.509               -5.000000
1 Jul 2020 17:00:30.000            -26:56:46.509               -5.000000
1 Jul 2020 17:00:40.000            -26:57:36.509               -5.000000
1 Jul 2020 17:00:50.000            -26:58:26.509               -5.000000
1 Jul 2020 17:01:00.000            -26:59:16.509               -5.000000
1 Jul 2020 17:01:10.000            -27:00:06.509               -5.000000
1 Jul 2020 17:01:20.000            -27:00:56.509               -5.000000
