                                                     9 Jul 2020 11:53:19
Sensor-Camera


      Time (UTCG)          camera_integral (HMS)    camera_integral Rate
1 Jul 2020 21:59:00.000            -48:33:02.436               -5.000000
1 Jul 2020 21:59:10.000            -48:33:52.436               -5.000000
1 Jul 2020 21:59:20.000            -48:34:42.436               -5.000000
1 Jul 2020 21:59:30.000            -48:35:32.436               -5.000000
1 Jul 2020 21:59:40.000            -48:36:22.436               -5.000000
1 Jul 2020 21:59:50.000            -48:37:12.436               -5.000000
1 Jul 2020 22:00:00.000            -48:38:02.436               -5.000000
1 Jul 2020 22:00:10.000            -48:38:52.436               -5.000000
1 Jul 2020 22:00:20.000            -48:39:42.436               -5.000000
1 Jul 2020 22:00:30.000            -48:40:32.436               -5.000000
1 Jul 2020 22:00:40.000            -48:41:22.436               -5.000000
1 Jul 2020 22:00:50.000            -48:42:12.436               -5.000000
1 Jul 2020 22:01:00.000            -48:43:02.436               -5.000000
1 Jul 2020 22:01:10.000            -48:43:52.436               -5.000000
1 Jul 2020 22:01:20.000            -48:44:42.436               -5.000000
1 Jul 2020 22:01:30.000            -48:45:32.436               -5.000000
1 Jul 2020 22:01:40.000            -48:46:22.436               -5.000000
1 Jul 2020 22:01:50.000            -48:47:12.436               -5.000000
1 Jul 2020 22:02:00.000            -48:48:02.436               -5.000000
1 Jul 2020 22:02:10.000            -48:48:52.436               -5.000000
1 Jul 2020 22:02:20.000            -48:49:42.436               -5.000000
1 Jul 2020 22:02:30.000            -48:50:32.436               -5.000000
1 Jul 2020 22:02:40.000            -48:51:22.436               -5.000000
1 Jul 2020 22:02:50.000            -48:52:12.436               -5.000000
1 Jul 2020 22:03:00.000            -48:53:02.436               -5.000000
1 Jul 2020 22:03:10.000            -48:53:52.436               -5.000000
1 Jul 2020 22:03:20.000            -48:54:42.436               -5.000000
1 Jul 2020 22:03:30.000            -48:55:32.436               -5.000000
1 Jul 2020 22:03:40.000            -48:56:22.436               -5.000000
1 Jul 2020 22:03:50.000            -48:57:12.436               -5.000000
1 Jul 2020 22:04:00.000            -48:58:02.436               -5.000000
1 Jul 2020 22:04:10.000            -48:58:52.436               -5.000000
1 Jul 2020 22:04:20.000            -48:59:42.436               -5.000000
1 Jul 2020 22:04:30.000            -49:00:32.436               -5.000000
1 Jul 2020 22:04:40.000            -49:01:22.436               -5.000000
1 Jul 2020 22:04:50.000            -49:02:12.436               -5.000000
1 Jul 2020 22:05:00.000            -49:03:02.436               -5.000000
1 Jul 2020 22:05:10.000            -49:03:52.436               -5.000000
1 Jul 2020 22:05:20.000            -49:04:42.436               -5.000000
1 Jul 2020 22:05:30.000            -49:05:32.436               -5.000000
1 Jul 2020 22:05:40.000            -49:06:22.436               -5.000000
1 Jul 2020 22:05:50.000            -49:07:12.436               -5.000000
1 Jul 2020 22:06:00.000            -49:08:02.436               -5.000000
1 Jul 2020 22:06:10.000            -49:08:52.436               -5.000000
1 Jul 2020 22:06:20.000            -49:09:42.436               -5.000000
1 Jul 2020 22:06:30.000            -49:10:32.436               -5.000000
1 Jul 2020 22:06:40.000            -49:11:22.436               -5.000000
1 Jul 2020 22:06:50.000            -49:12:12.436               -5.000000
1 Jul 2020 22:07:00.000            -49:13:02.436               -5.000000
1 Jul 2020 22:07:10.000            -49:13:52.436               -5.000000
1 Jul 2020 22:07:20.000            -49:14:42.436               -5.000000
1 Jul 2020 22:07:30.000            -49:15:32.436               -5.000000
1 Jul 2020 22:07:40.000            -49:16:22.436               -5.000000
1 Jul 2020 22:07:50.000            -49:17:12.436               -5.000000
1 Jul 2020 22:08:00.000            -49:18:02.436               -5.000000
1 Jul 2020 22:08:10.000            -49:18:52.436               -5.000000
1 Jul 2020 22:08:20.000            -49:19:42.436               -5.000000
1 Jul 2020 22:08:30.000            -49:20:32.436               -5.000000
1 Jul 2020 22:08:40.000            -49:21:22.436               -5.000000
1 Jul 2020 22:08:50.000            -49:22:12.436               -5.000000
1 Jul 2020 22:09:00.000            -49:23:02.436               -5.000000
1 Jul 2020 22:09:10.000            -49:23:52.436               -5.000000
1 Jul 2020 22:09:20.000            -49:24:42.436               -5.000000
1 Jul 2020 22:09:30.000            -49:25:32.436               -5.000000
1 Jul 2020 22:09:40.000            -49:26:22.436               -5.000000
1 Jul 2020 22:09:50.000            -49:27:12.436               -5.000000
1 Jul 2020 22:10:00.000            -49:28:02.436               -5.000000
1 Jul 2020 22:10:10.000            -49:28:52.436               -5.000000
1 Jul 2020 22:10:20.000            -49:29:42.436               -5.000000
1 Jul 2020 22:10:30.000            -49:30:32.436               -5.000000
1 Jul 2020 22:10:40.000            -49:31:22.436               -5.000000
1 Jul 2020 22:10:50.000            -49:32:12.436               -5.000000
1 Jul 2020 22:11:00.000            -49:33:02.436               -5.000000
1 Jul 2020 22:11:10.000            -49:33:52.436               -5.000000
1 Jul 2020 22:11:20.000            -49:34:42.436               -5.000000
1 Jul 2020 22:11:30.000            -49:35:32.436               -5.000000
1 Jul 2020 22:11:40.000            -49:36:22.436               -5.000000
1 Jul 2020 22:11:50.000            -49:37:12.436               -5.000000
1 Jul 2020 22:12:00.000            -49:38:02.436               -5.000000
1 Jul 2020 22:12:10.000            -49:38:52.436               -5.000000
1 Jul 2020 22:12:20.000            -49:39:42.436               -5.000000
1 Jul 2020 22:12:30.000            -49:40:32.436               -5.000000
1 Jul 2020 22:12:40.000            -49:41:22.436               -5.000000
1 Jul 2020 22:12:50.000            -49:42:12.436               -5.000000
1 Jul 2020 22:13:00.000            -49:43:02.436               -5.000000
1 Jul 2020 22:13:10.000            -49:43:52.436               -5.000000
1 Jul 2020 22:13:20.000            -49:44:42.436               -5.000000
1 Jul 2020 22:13:30.000            -49:45:32.436               -5.000000
1 Jul 2020 22:13:40.000            -49:46:22.436               -5.000000
1 Jul 2020 22:13:50.000            -49:47:12.436               -5.000000
1 Jul 2020 22:14:00.000            -49:48:02.436               -5.000000
1 Jul 2020 22:14:10.000            -49:48:52.436               -5.000000
1 Jul 2020 22:14:20.000            -49:49:42.436               -5.000000
1 Jul 2020 22:14:30.000            -49:50:32.436               -5.000000
1 Jul 2020 22:14:40.000            -49:51:22.436               -5.000000
1 Jul 2020 22:14:50.000            -49:52:12.436               -5.000000
1 Jul 2020 22:15:00.000            -49:53:02.436               -5.000000
1 Jul 2020 22:15:10.000            -49:53:52.436               -5.000000
1 Jul 2020 22:15:20.000            -49:54:42.436               -5.000000
1 Jul 2020 22:15:30.000            -49:55:32.436               -5.000000
1 Jul 2020 22:15:40.000            -49:56:22.436               -5.000000
1 Jul 2020 22:15:50.000            -49:57:12.436               -5.000000
1 Jul 2020 22:16:00.000            -49:58:02.436               -5.000000
1 Jul 2020 22:16:10.000            -49:58:52.436               -5.000000
1 Jul 2020 22:16:20.000            -49:59:42.436               -5.000000
1 Jul 2020 22:16:30.000            -50:00:32.436               -5.000000
1 Jul 2020 22:16:40.000            -50:01:22.436               -5.000000
1 Jul 2020 22:16:50.000            -50:02:12.436               -5.000000
1 Jul 2020 22:17:00.000            -50:03:02.436               -5.000000
1 Jul 2020 22:17:10.000            -50:03:52.436               -5.000000
1 Jul 2020 22:17:20.000            -50:04:42.436               -5.000000
1 Jul 2020 22:17:30.000            -50:05:32.436               -5.000000
1 Jul 2020 22:17:40.000            -50:06:22.436               -5.000000
1 Jul 2020 22:17:50.000            -50:07:12.436               -5.000000
1 Jul 2020 22:18:00.000            -50:08:02.436               -5.000000
1 Jul 2020 22:18:10.000            -50:08:52.436               -5.000000
1 Jul 2020 22:18:20.000            -50:09:42.436               -5.000000
1 Jul 2020 22:18:30.000            -50:10:32.436               -5.000000
1 Jul 2020 22:18:40.000            -50:11:22.436               -5.000000
1 Jul 2020 22:18:50.000            -50:12:12.436               -5.000000
1 Jul 2020 22:19:00.000            -50:13:02.436               -5.000000
1 Jul 2020 22:19:10.000            -50:13:52.436               -5.000000
1 Jul 2020 22:19:20.000            -50:14:42.436               -5.000000
1 Jul 2020 22:19:30.000            -50:15:32.436               -5.000000
1 Jul 2020 22:19:40.000            -50:16:22.436               -5.000000
1 Jul 2020 22:19:50.000            -50:17:12.436               -5.000000
1 Jul 2020 22:20:00.000            -50:18:02.436               -5.000000
1 Jul 2020 22:20:10.000            -50:18:52.436               -5.000000
1 Jul 2020 22:20:20.000            -50:19:42.436               -5.000000
1 Jul 2020 22:20:30.000            -50:20:32.436               -5.000000
1 Jul 2020 22:20:40.000            -50:21:22.436               -5.000000
1 Jul 2020 22:20:50.000            -50:22:12.436               -5.000000
1 Jul 2020 22:21:00.000            -50:23:02.436               -5.000000
1 Jul 2020 22:21:10.000            -50:23:52.436               -5.000000
1 Jul 2020 22:21:20.000            -50:24:42.436               -5.000000
1 Jul 2020 22:21:30.000            -50:25:32.436               -5.000000
1 Jul 2020 22:21:40.000            -50:26:22.436               -5.000000
1 Jul 2020 22:21:50.000            -50:27:12.436               -5.000000
1 Jul 2020 22:22:00.000            -50:28:02.436               -5.000000
1 Jul 2020 22:22:10.000            -50:28:52.436               -5.000000
1 Jul 2020 22:22:20.000            -50:29:42.436               -5.000000
1 Jul 2020 22:22:30.000            -50:30:32.436               -5.000000
1 Jul 2020 22:22:40.000            -50:31:22.436               -5.000000
1 Jul 2020 22:22:50.000            -50:32:12.436               -5.000000
1 Jul 2020 22:23:00.000            -50:33:02.436               -5.000000
1 Jul 2020 22:23:10.000            -50:33:52.436               -5.000000
1 Jul 2020 22:23:20.000            -50:34:42.436               -5.000000
1 Jul 2020 22:23:30.000            -50:35:32.436               -5.000000
1 Jul 2020 22:23:40.000            -50:36:22.436               -5.000000
1 Jul 2020 22:23:50.000            -50:37:12.436               -5.000000
1 Jul 2020 22:24:00.000            -50:38:02.436               -5.000000
1 Jul 2020 22:24:10.000            -50:38:52.436               -5.000000
1 Jul 2020 22:24:20.000            -50:39:42.436               -5.000000
1 Jul 2020 22:24:30.000            -50:40:32.436               -5.000000
1 Jul 2020 22:24:40.000            -50:41:22.436               -5.000000
1 Jul 2020 22:24:50.000            -50:42:12.436               -5.000000
1 Jul 2020 22:25:00.000            -50:43:02.436               -5.000000
1 Jul 2020 22:25:10.000            -50:43:52.436               -5.000000
1 Jul 2020 22:25:20.000            -50:44:42.436               -5.000000
1 Jul 2020 22:25:30.000            -50:45:32.436               -5.000000
1 Jul 2020 22:25:40.000            -50:46:22.436               -5.000000
1 Jul 2020 22:25:50.000            -50:47:12.436               -5.000000
1 Jul 2020 22:26:00.000            -50:48:02.436               -5.000000
1 Jul 2020 22:26:10.000            -50:48:52.436               -5.000000
1 Jul 2020 22:26:20.000            -50:49:42.436               -5.000000
1 Jul 2020 22:26:30.000            -50:50:32.436               -5.000000
1 Jul 2020 22:26:40.000            -50:51:22.436               -5.000000
1 Jul 2020 22:26:50.000            -50:52:12.436               -5.000000
1 Jul 2020 22:27:00.000            -50:53:02.436               -5.000000
1 Jul 2020 22:27:10.000            -50:53:52.436               -5.000000
1 Jul 2020 22:27:20.000            -50:54:42.436               -5.000000
1 Jul 2020 22:27:30.000            -50:55:32.436               -5.000000
1 Jul 2020 22:27:40.000            -50:56:22.436               -5.000000
1 Jul 2020 22:27:50.000            -50:57:12.436               -5.000000
1 Jul 2020 22:28:00.000            -50:58:02.436               -5.000000
1 Jul 2020 22:28:10.000            -50:58:52.436               -5.000000
1 Jul 2020 22:28:20.000            -50:59:42.436               -5.000000
1 Jul 2020 22:28:30.000            -51:00:32.436               -5.000000
1 Jul 2020 22:28:40.000            -51:01:22.436               -5.000000
1 Jul 2020 22:28:50.000            -51:02:12.436               -5.000000
1 Jul 2020 22:29:00.000            -51:03:02.436               -5.000000
1 Jul 2020 22:29:10.000            -51:03:52.436               -5.000000
1 Jul 2020 22:29:20.000            -51:04:42.436               -5.000000
1 Jul 2020 22:29:30.000            -51:05:32.436               -5.000000
1 Jul 2020 22:29:40.000            -51:06:22.436               -5.000000
1 Jul 2020 22:29:50.000            -51:07:12.436               -5.000000
1 Jul 2020 22:30:00.000            -51:08:02.436               -5.000000
1 Jul 2020 22:30:10.000            -51:08:52.436               -5.000000
1 Jul 2020 22:30:20.000            -51:09:42.436               -5.000000
1 Jul 2020 22:30:30.000            -51:10:32.436               -5.000000
1 Jul 2020 22:30:40.000            -51:11:22.436               -5.000000
1 Jul 2020 22:30:50.000            -51:12:12.436               -5.000000
1 Jul 2020 22:31:00.000            -51:13:02.436               -5.000000
1 Jul 2020 22:31:10.000            -51:13:52.436               -5.000000
1 Jul 2020 22:31:20.000            -51:14:42.436               -5.000000
1 Jul 2020 22:31:30.000            -51:15:32.436               -5.000000
1 Jul 2020 22:31:40.000            -51:16:22.436               -5.000000
1 Jul 2020 22:31:50.000            -51:17:12.436               -5.000000
1 Jul 2020 22:32:00.000            -51:18:02.436               -5.000000
1 Jul 2020 22:32:10.000            -51:18:52.436               -5.000000
1 Jul 2020 22:32:20.000            -51:19:42.436               -5.000000
1 Jul 2020 22:32:30.000            -51:20:32.436               -5.000000
1 Jul 2020 22:32:40.000            -51:21:22.436               -5.000000
1 Jul 2020 22:32:50.000            -51:22:12.436               -5.000000
1 Jul 2020 22:33:00.000            -51:23:02.436               -5.000000
1 Jul 2020 22:33:10.000            -51:23:52.436               -5.000000
1 Jul 2020 22:33:20.000            -51:24:42.436               -5.000000
1 Jul 2020 22:33:30.000            -51:25:32.436               -5.000000
1 Jul 2020 22:33:40.000            -51:26:22.436               -5.000000
1 Jul 2020 22:33:50.000            -51:27:12.436               -5.000000
1 Jul 2020 22:34:00.000            -51:28:02.436               -5.000000
1 Jul 2020 22:34:10.000            -51:28:52.436               -5.000000
1 Jul 2020 22:34:20.000            -51:29:42.436               -5.000000
1 Jul 2020 22:34:30.000            -51:30:32.436               -5.000000
1 Jul 2020 22:34:40.000            -51:31:22.436               -5.000000
1 Jul 2020 22:34:50.000            -51:32:12.436               -5.000000
1 Jul 2020 22:35:00.000            -51:33:02.436               -5.000000
1 Jul 2020 22:35:10.000            -51:33:52.436               -5.000000
1 Jul 2020 22:35:20.000            -51:34:42.436               -5.000000
1 Jul 2020 22:35:30.000            -51:35:32.436               -5.000000
1 Jul 2020 22:35:40.000            -51:36:22.436               -5.000000
1 Jul 2020 22:35:50.000            -51:37:12.436               -5.000000
1 Jul 2020 22:36:00.000            -51:38:02.436               -5.000000
1 Jul 2020 22:36:10.000            -51:38:52.436               -5.000000
1 Jul 2020 22:36:20.000            -51:39:42.436               -5.000000
1 Jul 2020 22:36:30.000            -51:40:32.436               -5.000000
1 Jul 2020 22:36:40.000            -51:41:22.436               -5.000000
1 Jul 2020 22:36:50.000            -51:42:12.436               -5.000000
1 Jul 2020 22:37:00.000            -51:43:02.436               -5.000000
1 Jul 2020 22:37:10.000            -51:43:52.436               -5.000000
1 Jul 2020 22:37:20.000            -51:44:42.436               -5.000000
1 Jul 2020 22:37:30.000            -51:45:32.436               -5.000000
1 Jul 2020 22:37:40.000            -51:46:22.436               -5.000000
1 Jul 2020 22:37:50.000            -51:47:12.436               -5.000000
1 Jul 2020 22:38:00.000            -51:48:02.436               -5.000000
1 Jul 2020 22:38:10.000            -51:48:52.436               -5.000000
1 Jul 2020 22:38:20.000            -51:49:42.436               -5.000000
1 Jul 2020 22:38:30.000            -51:50:32.436               -5.000000
1 Jul 2020 22:38:40.000            -51:51:22.436               -5.000000
1 Jul 2020 22:38:50.000            -51:52:12.436               -5.000000
1 Jul 2020 22:39:00.000            -51:53:02.436               -5.000000
1 Jul 2020 22:39:10.000            -51:53:52.436               -5.000000
1 Jul 2020 22:39:20.000            -51:54:42.436               -5.000000
1 Jul 2020 22:39:30.000            -51:55:32.436               -5.000000
1 Jul 2020 22:39:40.000            -51:56:22.436               -5.000000
1 Jul 2020 22:39:50.000            -51:57:12.436               -5.000000
1 Jul 2020 22:40:00.000            -51:58:02.436               -5.000000
1 Jul 2020 22:40:10.000            -51:58:52.436               -5.000000
1 Jul 2020 22:40:20.000            -51:59:42.436               -5.000000
1 Jul 2020 22:40:30.000            -52:00:32.436               -5.000000
1 Jul 2020 22:40:40.000            -52:01:22.436               -5.000000
1 Jul 2020 22:40:50.000            -52:02:12.436               -5.000000
1 Jul 2020 22:41:00.000            -52:03:02.436               -5.000000
1 Jul 2020 22:41:10.000            -52:03:52.436               -5.000000
1 Jul 2020 22:41:20.000            -52:04:42.436               -5.000000
1 Jul 2020 22:41:30.000            -52:05:32.436               -5.000000
1 Jul 2020 22:41:40.000            -52:06:22.436               -5.000000
1 Jul 2020 22:41:50.000            -52:07:12.436               -5.000000
1 Jul 2020 22:42:00.000            -52:08:02.436               -5.000000
1 Jul 2020 22:42:10.000            -52:08:52.436               -5.000000
1 Jul 2020 22:42:20.000            -52:09:42.436               -5.000000
1 Jul 2020 22:42:30.000            -52:10:32.436               -5.000000
1 Jul 2020 22:42:40.000            -52:11:22.436               -5.000000
1 Jul 2020 22:42:50.000            -52:12:12.436               -5.000000
1 Jul 2020 22:43:00.000            -52:13:02.436               -5.000000
1 Jul 2020 22:43:10.000            -52:13:52.436               -5.000000
1 Jul 2020 22:43:20.000            -52:14:42.436               -5.000000
1 Jul 2020 22:43:30.000            -52:15:32.436               -5.000000
1 Jul 2020 22:43:40.000            -52:16:22.436               -5.000000
1 Jul 2020 22:43:50.000            -52:17:12.436               -5.000000
1 Jul 2020 22:44:00.000            -52:18:02.436               -5.000000
1 Jul 2020 22:44:10.000            -52:18:52.436               -5.000000
1 Jul 2020 22:44:20.000            -52:19:42.436               -5.000000
1 Jul 2020 22:44:30.000            -52:20:32.436               -5.000000
1 Jul 2020 22:44:40.000            -52:21:22.436               -5.000000
1 Jul 2020 22:44:50.000            -52:22:12.436               -5.000000
1 Jul 2020 22:45:00.000            -52:23:02.436               -5.000000
1 Jul 2020 22:45:10.000            -52:23:52.436               -5.000000
1 Jul 2020 22:45:20.000            -52:24:42.436               -5.000000
1 Jul 2020 22:45:30.000            -52:25:32.436               -5.000000
1 Jul 2020 22:45:40.000            -52:26:22.436               -5.000000
1 Jul 2020 22:45:50.000            -52:27:12.436               -5.000000
1 Jul 2020 22:46:00.000            -52:28:02.436               -5.000000
1 Jul 2020 22:46:10.000            -52:28:52.436               -5.000000
1 Jul 2020 22:46:20.000            -52:29:42.436               -5.000000
1 Jul 2020 22:46:30.000            -52:30:32.436               -5.000000
1 Jul 2020 22:46:40.000            -52:31:22.436               -5.000000
1 Jul 2020 22:46:50.000            -52:32:12.436               -5.000000
1 Jul 2020 22:47:00.000            -52:33:02.436               -5.000000
1 Jul 2020 22:47:10.000            -52:33:52.436               -5.000000
1 Jul 2020 22:47:20.000            -52:34:42.436               -5.000000
1 Jul 2020 22:47:30.000            -52:35:32.436               -5.000000
1 Jul 2020 22:47:40.000            -52:36:22.436               -5.000000
1 Jul 2020 22:47:50.000            -52:37:12.436               -5.000000
1 Jul 2020 22:48:00.000            -52:38:02.436               -5.000000
1 Jul 2020 22:48:10.000            -52:38:52.436               -5.000000
1 Jul 2020 22:48:20.000            -52:39:42.436               -5.000000
1 Jul 2020 22:48:30.000            -52:40:32.436               -5.000000
1 Jul 2020 22:48:40.000            -52:41:22.436               -5.000000
1 Jul 2020 22:48:50.000            -52:42:12.436               -5.000000
1 Jul 2020 22:49:00.000            -52:43:02.436               -5.000000
1 Jul 2020 22:49:10.000            -52:43:52.436               -5.000000
1 Jul 2020 22:49:20.000            -52:44:42.436               -5.000000
1 Jul 2020 22:49:30.000            -52:45:32.436               -5.000000
1 Jul 2020 22:49:40.000            -52:46:22.436               -5.000000
1 Jul 2020 22:49:50.000            -52:47:12.436               -5.000000
1 Jul 2020 22:50:00.000            -52:48:02.436               -5.000000
1 Jul 2020 22:50:10.000            -52:48:52.436               -5.000000
1 Jul 2020 22:50:20.000            -52:49:42.436               -5.000000
1 Jul 2020 22:50:30.000            -52:50:32.436               -5.000000
1 Jul 2020 22:50:40.000            -52:51:22.436               -5.000000
1 Jul 2020 22:50:50.000            -52:52:12.436               -5.000000
1 Jul 2020 22:51:00.000            -52:53:02.436               -5.000000
1 Jul 2020 22:51:10.000            -52:53:52.436               -5.000000
1 Jul 2020 22:51:20.000            -52:54:42.436               -5.000000
1 Jul 2020 22:51:30.000            -52:55:32.436               -5.000000
1 Jul 2020 22:51:40.000            -52:56:22.436               -5.000000
1 Jul 2020 22:51:50.000            -52:57:12.436               -5.000000
1 Jul 2020 22:52:00.000            -52:58:02.436               -5.000000
1 Jul 2020 22:52:10.000            -52:58:52.436               -5.000000
1 Jul 2020 22:52:20.000            -52:59:42.436               -5.000000
1 Jul 2020 22:52:30.000            -53:00:32.436               -5.000000
1 Jul 2020 22:52:40.000            -53:01:22.436               -5.000000
1 Jul 2020 22:52:50.000            -53:02:12.436               -5.000000
1 Jul 2020 22:53:00.000            -53:03:02.436               -5.000000
1 Jul 2020 22:53:10.000            -53:03:52.436               -5.000000
1 Jul 2020 22:53:20.000            -53:04:42.436               -5.000000
1 Jul 2020 22:53:30.000            -53:05:32.436               -5.000000
1 Jul 2020 22:53:40.000            -53:06:22.436               -5.000000
1 Jul 2020 22:53:50.000            -53:07:12.436               -5.000000
1 Jul 2020 22:54:00.000            -53:08:02.436               -5.000000
1 Jul 2020 22:54:10.000            -53:08:52.436               -5.000000
1 Jul 2020 22:54:20.000            -53:09:42.436               -5.000000
1 Jul 2020 22:54:30.000            -53:10:32.436               -5.000000
1 Jul 2020 22:54:40.000            -53:11:22.436               -5.000000
1 Jul 2020 22:54:50.000            -53:12:12.436               -5.000000
1 Jul 2020 22:55:00.000            -53:13:02.436               -5.000000
1 Jul 2020 22:55:10.000            -53:13:52.436               -5.000000
1 Jul 2020 22:55:20.000            -53:14:42.436               -5.000000
1 Jul 2020 22:55:30.000            -53:15:32.436               -5.000000
1 Jul 2020 22:55:40.000            -53:16:22.436               -5.000000
1 Jul 2020 22:55:50.000            -53:17:12.436               -5.000000
1 Jul 2020 22:56:00.000            -53:18:02.436               -5.000000
1 Jul 2020 22:56:10.000            -53:18:52.436               -5.000000
1 Jul 2020 22:56:20.000            -53:19:42.436               -5.000000
1 Jul 2020 22:56:30.000            -53:20:32.436               -5.000000
1 Jul 2020 22:56:40.000            -53:21:22.436               -5.000000
1 Jul 2020 22:56:50.000            -53:22:12.436               -5.000000
1 Jul 2020 22:57:00.000            -53:23:02.436               -5.000000
1 Jul 2020 22:57:10.000            -53:23:52.436               -5.000000
1 Jul 2020 22:57:20.000            -53:24:42.436               -5.000000
1 Jul 2020 22:57:30.000            -53:25:32.436               -5.000000
1 Jul 2020 22:57:40.000            -53:26:22.436               -5.000000
1 Jul 2020 22:57:50.000            -53:27:12.436               -5.000000
1 Jul 2020 22:58:00.000            -53:28:02.436               -5.000000
1 Jul 2020 22:58:10.000            -53:28:52.436               -5.000000
1 Jul 2020 22:58:20.000            -53:29:42.436               -5.000000
1 Jul 2020 22:58:30.000            -53:30:32.436               -5.000000
1 Jul 2020 22:58:40.000            -53:31:22.436               -5.000000
1 Jul 2020 22:58:50.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:00.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:10.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:20.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:30.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:40.000            -53:32:11.509                0.000000
1 Jul 2020 22:59:50.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:00.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:10.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:20.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:30.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:40.000            -53:32:11.509                0.000000
1 Jul 2020 23:00:50.000            -53:32:11.509                0.000000
1 Jul 2020 23:01:00.000            -53:32:31.703               -5.000000
1 Jul 2020 23:01:10.000            -53:33:21.703               -5.000000
1 Jul 2020 23:01:20.000            -53:34:11.703               -5.000000
1 Jul 2020 23:01:30.000            -53:35:01.703               -5.000000
1 Jul 2020 23:01:40.000            -53:35:51.703               -5.000000
1 Jul 2020 23:01:50.000            -53:36:41.703               -5.000000
1 Jul 2020 23:02:00.000            -53:37:31.703               -5.000000
1 Jul 2020 23:02:10.000            -53:38:21.703               -5.000000
1 Jul 2020 23:02:20.000            -53:39:11.703               -5.000000
1 Jul 2020 23:02:30.000            -53:39:25.750                0.000000
1 Jul 2020 23:02:40.000            -53:39:25.750                0.000000
1 Jul 2020 23:02:50.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:00.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:10.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:20.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:30.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:40.000            -53:39:25.750                0.000000
1 Jul 2020 23:03:50.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:00.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:10.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:20.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:30.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:40.000            -53:39:25.750                0.000000
1 Jul 2020 23:04:50.000            -53:39:25.750                0.000000
1 Jul 2020 23:05:00.000            -53:39:25.750                0.000000
1 Jul 2020 23:05:10.000            -53:39:25.750                0.000000
1 Jul 2020 23:05:20.000            -53:39:25.750                0.000000
1 Jul 2020 23:05:30.000            -53:39:51.264               -5.000000
1 Jul 2020 23:05:40.000            -53:40:41.264               -5.000000
1 Jul 2020 23:05:50.000            -53:41:31.264               -5.000000
1 Jul 2020 23:06:00.000            -53:42:21.264               -5.000000
1 Jul 2020 23:06:10.000            -53:43:11.264               -5.000000
1 Jul 2020 23:06:20.000            -53:44:01.264               -5.000000
1 Jul 2020 23:06:30.000            -53:44:51.264               -5.000000
1 Jul 2020 23:06:40.000            -53:45:41.264               -5.000000
1 Jul 2020 23:06:50.000            -53:46:31.264               -5.000000
1 Jul 2020 23:07:00.000            -53:47:21.264               -5.000000
1 Jul 2020 23:07:10.000            -53:48:11.264               -5.000000
1 Jul 2020 23:07:20.000            -53:49:01.264               -5.000000
1 Jul 2020 23:07:30.000            -53:49:51.264               -5.000000
1 Jul 2020 23:07:40.000            -53:50:41.264               -5.000000
1 Jul 2020 23:07:50.000            -53:51:31.264               -5.000000
1 Jul 2020 23:08:00.000            -53:52:21.264               -5.000000
1 Jul 2020 23:08:10.000            -53:53:11.264               -5.000000
1 Jul 2020 23:08:20.000            -53:54:01.264               -5.000000
1 Jul 2020 23:08:30.000            -53:54:51.264               -5.000000
1 Jul 2020 23:08:40.000            -53:55:41.264               -5.000000
1 Jul 2020 23:08:50.000            -53:56:31.264               -5.000000
1 Jul 2020 23:09:00.000            -53:57:21.264               -5.000000
1 Jul 2020 23:09:10.000            -53:58:11.264               -5.000000
1 Jul 2020 23:09:20.000            -53:59:01.264               -5.000000
1 Jul 2020 23:09:30.000            -53:59:51.264               -5.000000
1 Jul 2020 23:09:40.000            -54:00:41.264               -5.000000
1 Jul 2020 23:09:50.000            -54:01:31.264               -5.000000
1 Jul 2020 23:10:00.000            -54:02:21.264               -5.000000
1 Jul 2020 23:10:10.000            -54:03:11.264               -5.000000
1 Jul 2020 23:10:20.000            -54:04:01.264               -5.000000
1 Jul 2020 23:10:30.000            -54:04:51.264               -5.000000
1 Jul 2020 23:10:40.000            -54:05:41.264               -5.000000
1 Jul 2020 23:10:50.000            -54:06:31.264               -5.000000
1 Jul 2020 23:11:00.000            -54:07:21.264               -5.000000
1 Jul 2020 23:11:10.000            -54:08:11.264               -5.000000
1 Jul 2020 23:11:20.000            -54:09:01.264               -5.000000
1 Jul 2020 23:11:30.000            -54:09:51.264               -5.000000
