                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
1 Jul 2020 14:32:20.000                 -51:08:24.596                   -23.000000
1 Jul 2020 14:32:30.000                 -51:12:14.596                   -23.000000
1 Jul 2020 14:32:40.000                 -51:16:04.596                   -23.000000
1 Jul 2020 14:32:50.000                 -51:19:54.596                   -23.000000
1 Jul 2020 14:33:00.000                 -51:23:44.596                   -23.000000
1 Jul 2020 14:33:10.000                 -51:27:34.596                   -23.000000
1 Jul 2020 14:33:20.000                 -51:31:24.596                   -23.000000
1 Jul 2020 14:33:30.000                 -51:35:14.596                   -23.000000
1 Jul 2020 14:33:40.000                 -51:39:04.596                   -23.000000
1 Jul 2020 14:33:50.000                 -51:42:54.596                   -23.000000
1 Jul 2020 14:34:00.000                 -51:46:44.596                   -23.000000
1 Jul 2020 14:34:10.000                 -51:50:34.596                   -23.000000
1 Jul 2020 14:34:20.000                 -51:54:24.596                   -23.000000
1 Jul 2020 14:34:30.000                 -51:58:14.596                   -23.000000
1 Jul 2020 14:34:40.000                 -52:02:04.596                   -23.000000
1 Jul 2020 14:34:50.000                 -52:05:54.596                   -23.000000
1 Jul 2020 14:35:00.000                 -52:09:44.596                   -23.000000
1 Jul 2020 14:35:10.000                 -52:13:34.596                   -23.000000
1 Jul 2020 14:35:20.000                 -52:17:24.596                   -23.000000
1 Jul 2020 14:35:30.000                 -52:21:14.596                   -23.000000
1 Jul 2020 14:35:40.000                 -52:25:04.596                   -23.000000
1 Jul 2020 14:35:50.000                 -52:28:54.596                   -23.000000
1 Jul 2020 14:36:00.000                 -52:32:44.596                   -23.000000
1 Jul 2020 14:36:10.000                 -52:36:34.596                   -23.000000
1 Jul 2020 14:36:20.000                 -52:40:24.596                   -23.000000
1 Jul 2020 14:36:30.000                 -52:44:14.596                   -23.000000
1 Jul 2020 14:36:40.000                 -52:48:04.596                   -23.000000
1 Jul 2020 14:36:50.000                 -52:51:54.596                   -23.000000
1 Jul 2020 14:37:00.000                 -52:55:44.596                   -23.000000
1 Jul 2020 14:37:10.000                 -52:59:34.596                   -23.000000
1 Jul 2020 14:37:20.000                 -53:03:24.596                   -23.000000
1 Jul 2020 14:37:30.000                 -53:07:14.596                   -23.000000
1 Jul 2020 14:37:40.000                 -53:11:04.596                   -23.000000
1 Jul 2020 14:37:50.000                 -53:14:54.596                   -23.000000
1 Jul 2020 14:38:00.000                 -53:18:44.596                   -23.000000
1 Jul 2020 14:38:10.000                 -53:22:34.596                   -23.000000
1 Jul 2020 14:38:20.000                 -53:26:24.596                   -23.000000
1 Jul 2020 14:38:30.000                 -53:30:14.596                   -23.000000
1 Jul 2020 14:38:40.000                 -53:34:04.596                   -23.000000
1 Jul 2020 14:38:50.000                 -53:37:54.596                   -23.000000
1 Jul 2020 14:39:00.000                 -53:41:44.596                   -23.000000
1 Jul 2020 14:39:10.000                 -53:45:34.596                   -23.000000
1 Jul 2020 14:39:20.000                 -53:49:24.596                   -23.000000
1 Jul 2020 14:39:30.000                 -53:53:14.596                   -23.000000
1 Jul 2020 14:39:40.000                 -53:57:04.596                   -23.000000
1 Jul 2020 14:39:50.000                 -54:00:54.596                   -23.000000
1 Jul 2020 14:40:00.000                 -54:04:44.596                   -23.000000
1 Jul 2020 14:40:10.000                 -54:08:34.596                   -23.000000
1 Jul 2020 14:40:20.000                 -54:12:24.596                   -23.000000
1 Jul 2020 14:40:30.000                 -54:16:14.596                   -23.000000
1 Jul 2020 14:40:40.000                 -54:20:04.596                   -23.000000
1 Jul 2020 14:40:50.000                 -54:23:54.596                   -23.000000
1 Jul 2020 14:41:00.000                 -54:27:44.596                   -23.000000
1 Jul 2020 14:41:10.000                 -54:31:34.596                   -23.000000
1 Jul 2020 14:41:20.000                 -54:35:24.596                   -23.000000
1 Jul 2020 14:41:30.000                 -54:39:14.596                   -23.000000
1 Jul 2020 14:41:40.000                 -54:43:04.596                   -23.000000
1 Jul 2020 14:41:50.000                 -54:46:54.596                   -23.000000
1 Jul 2020 14:42:00.000                 -54:50:44.596                   -23.000000
1 Jul 2020 14:42:10.000                 -54:54:34.596                   -23.000000
1 Jul 2020 14:42:20.000                 -54:58:24.596                   -23.000000
1 Jul 2020 14:42:30.000                 -55:02:14.596                   -23.000000
1 Jul 2020 14:42:40.000                 -55:06:04.596                   -23.000000
1 Jul 2020 14:42:50.000                 -55:09:54.596                   -23.000000
1 Jul 2020 14:43:00.000                 -55:13:44.596                   -23.000000
1 Jul 2020 14:43:10.000                 -55:17:34.596                   -23.000000
1 Jul 2020 14:43:20.000                 -55:21:24.596                   -23.000000
1 Jul 2020 14:43:30.000                 -55:25:14.596                   -23.000000
1 Jul 2020 14:43:40.000                 -55:29:04.596                   -23.000000
1 Jul 2020 14:43:50.000                 -55:32:54.596                   -23.000000
1 Jul 2020 14:44:00.000                 -55:36:44.596                   -23.000000
1 Jul 2020 14:44:10.000                 -55:40:34.596                   -23.000000
1 Jul 2020 14:44:20.000                 -55:44:24.596                   -23.000000
1 Jul 2020 14:44:30.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:44:40.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:44:50.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:00.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:10.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:20.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:30.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:40.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:45:50.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:00.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:10.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:20.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:30.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:40.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:46:50.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:00.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:10.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:20.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:30.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:40.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:47:50.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:00.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:10.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:20.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:30.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:40.000                 -55:45:52.812                     0.000000
1 Jul 2020 14:48:50.000                 -55:47:43.383                   -23.000000
1 Jul 2020 14:49:00.000                 -55:51:33.383                   -23.000000
1 Jul 2020 14:49:10.000                 -55:55:23.383                   -23.000000
1 Jul 2020 14:49:20.000                 -55:59:13.383                   -23.000000
1 Jul 2020 14:49:30.000                 -56:03:03.383                   -23.000000
1 Jul 2020 14:49:40.000                 -56:06:53.383                   -23.000000
1 Jul 2020 14:49:50.000                 -56:10:43.383                   -23.000000
1 Jul 2020 14:50:00.000                 -56:14:33.383                   -23.000000
1 Jul 2020 14:50:10.000                 -56:18:23.383                   -23.000000
1 Jul 2020 14:50:20.000                 -56:22:13.383                   -23.000000
1 Jul 2020 14:50:30.000                 -56:26:03.383                   -23.000000
1 Jul 2020 14:50:40.000                 -56:29:53.383                   -23.000000
1 Jul 2020 14:50:50.000                 -56:33:43.383                   -23.000000
1 Jul 2020 14:51:00.000                 -56:37:33.383                   -23.000000
1 Jul 2020 14:51:10.000                 -56:41:23.383                   -23.000000
1 Jul 2020 14:51:20.000                 -56:45:13.383                   -23.000000
1 Jul 2020 14:51:30.000                 -56:49:03.383                   -23.000000
1 Jul 2020 14:51:40.000                 -56:52:53.383                   -23.000000
1 Jul 2020 14:51:50.000                 -56:56:43.383                   -23.000000
1 Jul 2020 14:52:00.000                 -57:00:33.383                   -23.000000
1 Jul 2020 14:52:10.000                 -57:04:23.383                   -23.000000
1 Jul 2020 14:52:20.000                 -57:08:13.383                   -23.000000
1 Jul 2020 14:52:30.000                 -57:12:03.383                   -23.000000
1 Jul 2020 14:52:40.000                 -57:15:53.383                   -23.000000
1 Jul 2020 14:52:50.000                 -57:19:43.383                   -23.000000
1 Jul 2020 14:53:00.000                 -57:23:33.383                   -23.000000
1 Jul 2020 14:53:10.000                 -57:27:23.383                   -23.000000
1 Jul 2020 14:53:20.000                 -57:31:13.383                   -23.000000
1 Jul 2020 14:53:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:53:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:53:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:54:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:55:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:56:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:57:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:58:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 14:59:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:40.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:00:50.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:01:00.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:01:10.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:01:20.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:01:30.000                 -57:32:43.134                     0.000000
1 Jul 2020 15:01:40.000                 -57:33:47.578                   -23.000000
1 Jul 2020 15:01:50.000                 -57:37:37.578                   -23.000000
1 Jul 2020 15:02:00.000                 -57:41:27.578                   -23.000000
1 Jul 2020 15:02:10.000                 -57:45:17.578                   -23.000000
1 Jul 2020 15:02:20.000                 -57:49:07.578                   -23.000000
1 Jul 2020 15:02:30.000                 -57:52:57.578                   -23.000000
1 Jul 2020 15:02:40.000                 -57:56:47.578                   -23.000000
1 Jul 2020 15:02:50.000                 -58:00:37.578                   -23.000000
1 Jul 2020 15:03:00.000                 -58:04:27.578                   -23.000000
1 Jul 2020 15:03:10.000                 -58:08:17.578                   -23.000000
1 Jul 2020 15:03:20.000                 -58:12:07.578                   -23.000000
1 Jul 2020 15:03:30.000                 -58:15:57.578                   -23.000000
1 Jul 2020 15:03:40.000                 -58:19:47.578                   -23.000000
1 Jul 2020 15:03:50.000                 -58:23:37.578                   -23.000000
1 Jul 2020 15:04:00.000                 -58:27:27.578                   -23.000000
1 Jul 2020 15:04:10.000                 -58:31:17.578                   -23.000000
1 Jul 2020 15:04:20.000                 -58:35:07.578                   -23.000000
1 Jul 2020 15:04:30.000                 -58:38:57.578                   -23.000000
1 Jul 2020 15:04:40.000                 -58:42:47.578                   -23.000000
1 Jul 2020 15:04:50.000                 -58:46:37.578                   -23.000000
1 Jul 2020 15:05:00.000                 -58:50:27.578                   -23.000000
1 Jul 2020 15:05:10.000                 -58:54:17.578                   -23.000000
1 Jul 2020 15:05:20.000                 -58:58:07.578                   -23.000000
1 Jul 2020 15:05:30.000                 -59:01:57.578                   -23.000000
1 Jul 2020 15:05:40.000                 -59:05:47.578                   -23.000000
1 Jul 2020 15:05:50.000                 -59:09:37.578                   -23.000000
1 Jul 2020 15:06:00.000                 -59:13:27.578                   -23.000000
1 Jul 2020 15:06:10.000                 -59:17:17.578                   -23.000000
1 Jul 2020 15:06:20.000                 -59:21:07.578                   -23.000000
1 Jul 2020 15:06:30.000                 -59:24:57.578                   -23.000000
1 Jul 2020 15:06:40.000                 -59:28:47.578                   -23.000000
1 Jul 2020 15:06:50.000                 -59:32:37.578                   -23.000000
1 Jul 2020 15:07:00.000                 -59:36:27.578                   -23.000000
1 Jul 2020 15:07:10.000                 -59:40:17.578                   -23.000000
1 Jul 2020 15:07:20.000                 -59:44:07.578                   -23.000000
1 Jul 2020 15:07:30.000                 -59:47:57.578                   -23.000000
1 Jul 2020 15:07:40.000                 -59:51:47.578                   -23.000000
1 Jul 2020 15:07:50.000                 -59:55:37.578                   -23.000000
1 Jul 2020 15:08:00.000                 -59:59:27.578                   -23.000000
1 Jul 2020 15:08:10.000                 -60:03:17.578                   -23.000000
1 Jul 2020 15:08:20.000                 -60:07:07.578                   -23.000000
1 Jul 2020 15:08:30.000                 -60:10:57.578                   -23.000000
1 Jul 2020 15:08:40.000                 -60:14:47.578                   -23.000000
1 Jul 2020 15:08:50.000                 -60:18:37.578                   -23.000000
1 Jul 2020 15:09:00.000                 -60:22:27.578                   -23.000000
1 Jul 2020 15:09:10.000                 -60:26:17.578                   -23.000000
1 Jul 2020 15:09:20.000                 -60:30:07.578                   -23.000000
1 Jul 2020 15:09:30.000                 -60:33:57.578                   -23.000000
1 Jul 2020 15:09:40.000                 -60:37:47.578                   -23.000000
1 Jul 2020 15:09:50.000                 -60:41:37.578                   -23.000000
1 Jul 2020 15:10:00.000                 -60:45:27.578                   -23.000000
1 Jul 2020 15:10:10.000                 -60:49:17.578                   -23.000000
1 Jul 2020 15:10:20.000                 -60:53:07.578                   -23.000000
1 Jul 2020 15:10:30.000                 -60:56:57.578                   -23.000000
1 Jul 2020 15:10:40.000                 -61:00:47.578                   -23.000000
1 Jul 2020 15:10:50.000                 -61:04:37.578                   -23.000000
1 Jul 2020 15:11:00.000                 -61:08:27.578                   -23.000000
1 Jul 2020 15:11:10.000                 -61:12:17.578                   -23.000000
1 Jul 2020 15:11:20.000                 -61:16:07.578                   -23.000000
1 Jul 2020 15:11:30.000                 -61:19:57.578                   -23.000000
1 Jul 2020 15:11:40.000                 -61:23:47.578                   -23.000000
1 Jul 2020 15:11:50.000                 -61:27:37.578                   -23.000000
1 Jul 2020 15:12:00.000                 -61:31:27.578                   -23.000000
1 Jul 2020 15:12:10.000                 -61:35:17.578                   -23.000000
1 Jul 2020 15:12:20.000                 -61:39:07.578                   -23.000000
1 Jul 2020 15:12:30.000                 -61:42:57.578                   -23.000000
1 Jul 2020 15:12:40.000                 -61:46:47.578                   -23.000000
1 Jul 2020 15:12:50.000                 -61:50:37.578                   -23.000000
1 Jul 2020 15:13:00.000                 -61:54:27.578                   -23.000000
1 Jul 2020 15:13:10.000                 -61:58:17.578                   -23.000000
1 Jul 2020 15:13:20.000                 -62:02:07.578                   -23.000000
1 Jul 2020 15:13:30.000                 -62:05:57.578                   -23.000000
1 Jul 2020 15:13:40.000                 -62:09:47.578                   -23.000000
1 Jul 2020 15:13:50.000                 -62:13:37.578                   -23.000000
1 Jul 2020 15:14:00.000                 -62:17:27.578                   -23.000000
1 Jul 2020 15:14:10.000                 -62:21:17.578                   -23.000000
1 Jul 2020 15:14:20.000                 -62:25:07.578                   -23.000000
1 Jul 2020 15:14:30.000                 -62:28:57.578                   -23.000000
1 Jul 2020 15:14:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:14:50.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:00.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:10.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:20.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:30.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:15:50.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:00.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:10.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:20.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:30.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:16:50.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:00.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:10.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:20.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:30.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:17:50.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:00.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:10.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:20.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:30.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:18:50.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:00.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:10.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:20.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:30.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:40.000                 -62:31:22.821                     0.000000
1 Jul 2020 15:19:50.000                 -62:34:41.190                   -23.000000
1 Jul 2020 15:20:00.000                 -62:38:31.190                   -23.000000
1 Jul 2020 15:20:10.000                 -62:42:21.190                   -23.000000
1 Jul 2020 15:20:20.000                 -62:46:11.190                   -23.000000
1 Jul 2020 15:20:30.000                 -62:50:01.190                   -23.000000
1 Jul 2020 15:20:40.000                 -62:53:51.190                   -23.000000
1 Jul 2020 15:20:50.000                 -62:57:41.190                   -23.000000
1 Jul 2020 15:21:00.000                 -63:01:31.190                   -23.000000
1 Jul 2020 15:21:10.000                 -63:05:21.190                   -23.000000
1 Jul 2020 15:21:20.000                 -63:09:11.190                   -23.000000
1 Jul 2020 15:21:30.000                 -63:13:01.190                   -23.000000
1 Jul 2020 15:21:40.000                 -63:16:51.190                   -23.000000
1 Jul 2020 15:21:50.000                 -63:20:41.190                   -23.000000
1 Jul 2020 15:22:00.000                 -63:24:31.190                   -23.000000
1 Jul 2020 15:22:10.000                 -63:28:21.190                   -23.000000
1 Jul 2020 15:22:20.000                 -63:32:11.190                   -23.000000
1 Jul 2020 15:22:30.000                 -63:36:01.190                   -23.000000
1 Jul 2020 15:22:40.000                 -63:39:51.190                   -23.000000
1 Jul 2020 15:22:50.000                 -63:43:41.190                   -23.000000
1 Jul 2020 15:23:00.000                 -63:47:31.190                   -23.000000
1 Jul 2020 15:23:10.000                 -63:51:21.190                   -23.000000
1 Jul 2020 15:23:20.000                 -63:55:11.190                   -23.000000
1 Jul 2020 15:23:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:23:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:23:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:24:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:25:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:26:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:27:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:28:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:29:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:30:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:31:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:32:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:33:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:34:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:35:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:36:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:37:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:38:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:39:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:30.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:40.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:40:50.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:41:00.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:41:10.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:41:20.000                 -63:58:46.744                     0.000000
1 Jul 2020 15:41:30.000                 -63:58:46.744                     0.000000
