                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
2 Jul 2020 03:54:10.000                -175:11:43.910                   -23.000000
2 Jul 2020 03:54:20.000                -175:15:33.910                   -23.000000
2 Jul 2020 03:54:30.000                -175:19:23.910                   -23.000000
2 Jul 2020 03:54:40.000                -175:23:13.910                   -23.000000
2 Jul 2020 03:54:50.000                -175:27:03.910                   -23.000000
2 Jul 2020 03:55:00.000                -175:30:53.910                   -23.000000
2 Jul 2020 03:55:10.000                -175:34:43.910                   -23.000000
2 Jul 2020 03:55:20.000                -175:38:33.910                   -23.000000
2 Jul 2020 03:55:30.000                -175:42:23.910                   -23.000000
2 Jul 2020 03:55:40.000                -175:46:13.910                   -23.000000
2 Jul 2020 03:55:50.000                -175:50:03.910                   -23.000000
2 Jul 2020 03:56:00.000                -175:53:53.910                   -23.000000
2 Jul 2020 03:56:10.000                -175:57:43.910                   -23.000000
2 Jul 2020 03:56:20.000                -176:01:33.910                   -23.000000
2 Jul 2020 03:56:30.000                -176:05:23.910                   -23.000000
2 Jul 2020 03:56:40.000                -176:09:13.910                   -23.000000
2 Jul 2020 03:56:50.000                -176:13:03.910                   -23.000000
2 Jul 2020 03:57:00.000                -176:16:53.910                   -23.000000
2 Jul 2020 03:57:10.000                -176:20:43.910                   -23.000000
2 Jul 2020 03:57:20.000                -176:24:33.910                   -23.000000
2 Jul 2020 03:57:30.000                -176:28:23.910                   -23.000000
2 Jul 2020 03:57:40.000                -176:32:13.910                   -23.000000
2 Jul 2020 03:57:50.000                -176:36:03.910                   -23.000000
2 Jul 2020 03:58:00.000                -176:39:53.910                   -23.000000
2 Jul 2020 03:58:10.000                -176:43:43.910                   -23.000000
2 Jul 2020 03:58:20.000                -176:47:33.910                   -23.000000
2 Jul 2020 03:58:30.000                -176:51:23.910                   -23.000000
2 Jul 2020 03:58:40.000                -176:55:13.910                   -23.000000
2 Jul 2020 03:58:50.000                -176:59:03.910                   -23.000000
2 Jul 2020 03:59:00.000                -177:02:53.910                   -23.000000
2 Jul 2020 03:59:10.000                -177:06:43.910                   -23.000000
2 Jul 2020 03:59:20.000                -177:10:33.910                   -23.000000
2 Jul 2020 03:59:30.000                -177:14:23.910                   -23.000000
2 Jul 2020 03:59:40.000                -177:18:13.910                   -23.000000
2 Jul 2020 03:59:50.000                -177:22:03.910                   -23.000000
2 Jul 2020 04:00:00.000                -177:25:53.910                   -23.000000
2 Jul 2020 04:00:10.000                -177:29:43.910                   -23.000000
2 Jul 2020 04:00:20.000                -177:33:33.910                   -23.000000
2 Jul 2020 04:00:30.000                -177:37:23.910                   -23.000000
2 Jul 2020 04:00:40.000                -177:41:13.910                   -23.000000
2 Jul 2020 04:00:50.000                -177:45:03.910                   -23.000000
2 Jul 2020 04:01:00.000                -177:48:53.910                   -23.000000
2 Jul 2020 04:01:10.000                -177:52:43.910                   -23.000000
2 Jul 2020 04:01:20.000                -177:56:33.910                   -23.000000
2 Jul 2020 04:01:30.000                -178:00:23.910                   -23.000000
2 Jul 2020 04:01:40.000                -178:04:13.910                   -23.000000
2 Jul 2020 04:01:50.000                -178:08:03.910                   -23.000000
2 Jul 2020 04:02:00.000                -178:11:53.910                   -23.000000
2 Jul 2020 04:02:10.000                -178:15:43.910                   -23.000000
2 Jul 2020 04:02:20.000                -178:19:33.910                   -23.000000
2 Jul 2020 04:02:30.000                -178:23:23.910                   -23.000000
2 Jul 2020 04:02:40.000                -178:27:13.910                   -23.000000
2 Jul 2020 04:02:50.000                -178:31:03.910                   -23.000000
2 Jul 2020 04:03:00.000                -178:34:53.910                   -23.000000
2 Jul 2020 04:03:10.000                -178:38:43.910                   -23.000000
2 Jul 2020 04:03:20.000                -178:42:33.910                   -23.000000
2 Jul 2020 04:03:30.000                -178:46:23.910                   -23.000000
2 Jul 2020 04:03:40.000                -178:50:13.910                   -23.000000
2 Jul 2020 04:03:50.000                -178:54:03.910                   -23.000000
2 Jul 2020 04:04:00.000                -178:57:53.910                   -23.000000
2 Jul 2020 04:04:10.000                -179:01:43.910                   -23.000000
2 Jul 2020 04:04:20.000                -179:05:33.910                   -23.000000
2 Jul 2020 04:04:30.000                -179:09:23.910                   -23.000000
2 Jul 2020 04:04:40.000                -179:13:13.910                   -23.000000
2 Jul 2020 04:04:50.000                -179:17:03.910                   -23.000000
2 Jul 2020 04:05:00.000                -179:20:53.910                   -23.000000
2 Jul 2020 04:05:10.000                -179:24:43.910                   -23.000000
2 Jul 2020 04:05:20.000                -179:28:33.910                   -23.000000
2 Jul 2020 04:05:30.000                -179:32:23.910                   -23.000000
2 Jul 2020 04:05:40.000                -179:36:13.910                   -23.000000
2 Jul 2020 04:05:50.000                -179:40:03.910                   -23.000000
2 Jul 2020 04:06:00.000                -179:43:53.910                   -23.000000
2 Jul 2020 04:06:10.000                -179:47:43.910                   -23.000000
2 Jul 2020 04:06:20.000                -179:51:33.910                   -23.000000
2 Jul 2020 04:06:30.000                -179:55:23.910                   -23.000000
2 Jul 2020 04:06:40.000                -179:59:13.910                   -23.000000
2 Jul 2020 04:06:50.000                -180:03:03.910                   -23.000000
2 Jul 2020 04:07:00.000                -180:06:53.910                   -23.000000
2 Jul 2020 04:07:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:07:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:07:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:07:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:07:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:08:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:09:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:10:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:11:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:12:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:13:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:14:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:15:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:16:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:17:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:18:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:19:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:20:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:21:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:22:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:23:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:24:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:25:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:26:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:27:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:28:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:29:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:30:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:31:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:32:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:33:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:34:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:35:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:36:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:37:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:38:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:39:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:40:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:41:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:42:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:43:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:44:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:45:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:46:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:47:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:48:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:49:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:50:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:51:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:52:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:53:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:54:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:55:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:56:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:57:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:58:50.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:00.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:10.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:20.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:30.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:40.000                -180:07:36.062                     0.000000
2 Jul 2020 04:59:50.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:00.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:10.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:20.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:30.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:40.000                -180:07:36.062                     0.000000
2 Jul 2020 05:00:50.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:00.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:10.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:20.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:30.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:40.000                -180:07:36.062                     0.000000
2 Jul 2020 05:01:50.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:00.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:10.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:20.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:30.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:40.000                -180:07:36.062                     0.000000
2 Jul 2020 05:02:50.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:00.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:10.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:20.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:30.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:40.000                -180:07:36.062                     0.000000
2 Jul 2020 05:03:50.000                -180:07:36.062                     0.000000
2 Jul 2020 05:04:00.000                -180:07:36.062                     0.000000
2 Jul 2020 05:04:10.000                -180:07:36.062                     0.000000
2 Jul 2020 05:04:20.000                -180:11:16.815                   -23.000000
2 Jul 2020 05:04:30.000                -180:15:06.815                   -23.000000
2 Jul 2020 05:04:40.000                -180:18:56.815                   -23.000000
2 Jul 2020 05:04:50.000                -180:22:46.815                   -23.000000
2 Jul 2020 05:05:00.000                -180:26:36.815                   -23.000000
2 Jul 2020 05:05:10.000                -180:30:26.815                   -23.000000
2 Jul 2020 05:05:20.000                -180:34:16.815                   -23.000000
2 Jul 2020 05:05:30.000                -180:38:06.815                   -23.000000
2 Jul 2020 05:05:40.000                -180:41:56.815                   -23.000000
2 Jul 2020 05:05:50.000                -180:45:46.815                   -23.000000
2 Jul 2020 05:06:00.000                -180:49:36.815                   -23.000000
